log10(Mass)+10    log10(VelDisp_subhalos)
13.429352 -inf
13.376198 -inf
13.421214 -inf
13.407088 -inf
13.430801 -inf
13.412477 -inf
13.367223 -inf
13.360267 -inf
13.395569 -inf
13.376895 -inf
13.300426 -inf
13.322018 -inf
13.389630 -inf
13.417661 -inf
13.306253 -inf
13.344591 -inf
13.249862 -inf
13.418587 -inf
13.351340 -inf
13.418424 -inf
13.440746 -inf
13.390807 -inf
13.354547 -inf
13.340798 -inf
13.338560 2.716845
13.415562 -inf
13.383710 -inf
13.419703 -inf
13.413880 -inf
13.409868 -inf
13.422288 -inf
13.413220 -inf
13.258387 -inf
13.324299 -inf
13.474463 -inf
13.356723 -inf
13.245561 -inf
13.426256 -inf
13.407962 -inf
13.420178 -inf
13.369478 -inf
13.273265 -inf
13.410016 -inf
13.364888 -inf
13.348804 -inf
13.398950 -inf
13.330571 -inf
13.404712 -inf
13.393610 -inf
13.398208 -inf
13.324191 -inf
13.350852 -inf
13.343953 -inf
13.389926 -inf
13.413312 -inf
13.455538 -inf
13.426673 -inf
13.373935 -inf
13.418551 -inf
13.454477 -inf
13.396328 -inf
13.323186 -inf
13.348004 -inf
13.367501 -inf
13.322534 -inf
13.324083 -inf
13.374170 -inf
13.345424 -inf
13.337255 -inf
13.337442 2.339458
13.267848 -inf
13.444468 -inf
13.392579 -inf
13.234735 -inf
13.380356 -inf
13.420072 -inf
13.325380 -inf
13.415168 -inf
13.373358 -inf
13.305716 -inf
13.388845 -inf
13.411412 -inf
13.427206 -inf
13.362383 -inf
13.348982 -inf
13.278168 -inf
13.223381 -inf
13.414676 -inf
13.267733 -inf
13.440343 -inf
13.191443 -inf
13.123927 2.677186
13.422709 -inf
13.335990 -inf
13.409224 -inf
13.390067 -inf
13.421406 -inf
13.390489 -inf
13.374500 -inf
13.436257 -inf
13.398333 -inf
13.334290 -inf
13.322173 -inf
13.412187 -inf
13.405744 -inf
13.363703 -inf
13.363966 -inf
13.264931 -inf
13.347772 -inf
13.351459 -inf
13.398668 -inf
13.380585 -inf
13.368684 -inf
13.370479 -inf
13.437563 -inf
13.358753 -inf
13.389207 -inf
13.224834 -inf
13.413909 -inf
13.371342 -inf
13.367013 -inf
13.410606 -inf
13.375672 -inf
13.350549 -inf
13.416350 -inf
13.421192 -inf
13.415337 -inf
13.338958 -inf
13.393899 -inf
13.331063 -inf
13.428100 -inf
13.400844 -inf
13.458695 -inf
13.343906 -inf
13.423356 -inf
13.358157 -inf
13.313411 -inf
13.252748 -inf
13.407809 -inf
13.374178 -inf
13.308085 -inf
13.383882 -inf
13.389006 -inf
13.354380 -inf
13.377392 -inf
13.055147 2.574760
13.416832 2.608881
13.398463 -inf
13.357702 -inf
13.234718 -inf
13.417102 -inf
13.277275 -inf
13.333674 -inf
13.394907 -inf
13.177652 -inf
13.347628 -inf
13.314809 -inf
13.403634 -inf
13.387684 -inf
13.421072 -inf
13.440062 -inf
13.365164 -inf
13.193659 -inf
13.240717 -inf
13.447983 -inf
13.411365 -inf
13.408047 -inf
13.399490 -inf
13.398493 -inf
13.414544 -inf
13.416564 -inf
13.331468 -inf
13.285495 -inf
13.393874 -inf
13.372178 -inf
13.380842 -inf
13.365520 -inf
13.443533 -inf
13.361694 -inf
13.339718 -inf
13.305746 -inf
13.417889 -inf
13.294012 -inf
13.452003 -inf
13.390270 -inf
13.244964 2.481449
13.420727 -inf
13.369328 -inf
13.296160 -inf
13.332092 -inf
13.335135 -inf
13.393382 -inf
13.345723 -inf
13.281548 -inf
13.305780 -inf
13.282376 -inf
13.406554 -inf
13.364239 -inf
13.399578 -inf
13.342473 -inf
13.385572 -inf
13.424769 -inf
13.294155 -inf
13.401016 -inf
13.329872 -inf
13.380086 -inf
13.374652 -inf
13.415113 -inf
13.429126 -inf
13.362730 -inf
13.253790 -inf
13.325922 -inf
13.389233 -inf
13.333251 -inf
13.357721 -inf
13.377771 -inf
13.323273 -inf
13.395532 -inf
13.391862 -inf
13.429623 -inf
13.403813 -inf
13.337908 -inf
13.379691 -inf
13.400370 -inf
13.378273 -inf
13.363352 -inf
13.175556 -inf
13.280731 -inf
13.344060 -inf
13.410574 -inf
13.355416 -inf
13.312731 -inf
13.303376 -inf
13.330492 -inf
13.328751 -inf
13.417253 -inf
13.230953 -inf
13.367003 -inf
13.274008 -inf
13.344356 -inf
13.377084 -inf
13.243927 -inf
13.367974 -inf
13.444237 -inf
13.405829 -inf
13.363107 -inf
13.289154 -inf
13.355862 -inf
13.344046 -inf
13.340626 -inf
13.273432 -inf
13.398602 -inf
13.155015 -inf
13.423431 -inf
13.164507 -inf
13.438587 -inf
13.277166 -inf
13.440735 -inf
13.253176 -inf
13.394336 -inf
13.366218 -inf
13.123210 2.319415
13.327387 -inf
13.379428 -inf
13.394344 -inf
13.434003 -inf
13.382323 -inf
13.185238 -inf
13.236927 2.541226
13.362380 -inf
13.395884 -inf
13.174886 -inf
13.348055 -inf
13.406634 -inf
13.387657 -inf
13.353552 -inf
13.379104 -inf
13.420806 -inf
13.399627 -inf
13.378283 -inf
13.429322 -inf
13.406170 -inf
13.385456 -inf
13.356739 -inf
13.299690 -inf
13.299138 -inf
13.341748 -inf
13.382603 -inf
13.363500 -inf
13.422345 -inf
13.420450 -inf
13.367750 -inf
13.355010 -inf
13.372228 -inf
13.437720 -inf
13.394477 -inf
13.352891 -inf
13.291277 -inf
13.348877 -inf
13.349849 -inf
13.231020 -inf
13.338389 -inf
13.292127 -inf
13.292343 -inf
13.349180 -inf
13.280031 -inf
13.347697 -inf
13.336590 -inf
13.395894 -inf
13.337186 -inf
13.427925 -inf
13.285712 2.486587
13.372569 -inf
13.372282 -inf
13.405559 -inf
13.306411 -inf
13.392138 -inf
13.201654 -inf
13.415589 -inf
13.356974 -inf
13.349087 -inf
13.129367 -inf
13.404808 -inf
13.359746 -inf
13.358951 -inf
13.392705 -inf
13.367030 -inf
13.391768 -inf
13.378409 -inf
13.361411 -inf
13.298675 -inf
13.343398 -inf
13.295594 -inf
13.370408 -inf
13.348791 -inf
13.295220 -inf
13.387024 -inf
13.299076 -inf
13.237843 -inf
13.402558 -inf
13.289533 -inf
13.353853 -inf
13.254690 -inf
13.419975 -inf
13.335329 -inf
13.412584 -inf
13.355914 -inf
13.388843 -inf
13.357894 2.191840
13.371435 -inf
13.007514 -inf
13.406682 -inf
13.285006 -inf
13.354364 -inf
13.369492 -inf
13.356683 -inf
13.346500 -inf
13.412197 -inf
13.310326 -inf
13.216142 -inf
13.401537 -inf
13.407940 -inf
13.288813 -inf
13.348029 -inf
13.417193 -inf
13.282437 2.608405
13.365803 -inf
13.370001 -inf
13.297090 -inf
13.379758 -inf
13.423637 -inf
13.374101 -inf
13.384480 -inf
13.364759 -inf
13.383462 -inf
13.253234 -inf
13.401906 -inf
13.221983 -inf
13.318691 -inf
13.388328 -inf
13.396183 -inf
13.302532 2.553541
13.216283 -inf
13.293966 -inf
13.389068 -inf
13.382109 -inf
13.434066 -inf
13.366841 -inf
13.341943 -inf
13.373751 -inf
13.338225 -inf
13.355621 -inf
13.382512 -inf
13.380222 -inf
13.352579 -inf
13.331952 -inf
13.437126 -inf
13.377468 -inf
13.306051 -inf
13.375539 -inf
13.303271 -inf
13.399812 -inf
13.399994 -inf
13.177704 -inf
13.347605 -inf
13.271935 -inf
13.338480 -inf
13.275707 -inf
13.328785 -inf
13.391151 -inf
13.386911 -inf
13.368200 -inf
13.364702 -inf
13.373197 -inf
13.341765 -inf
13.334108 -inf
13.308685 -inf
13.389140 -inf
13.365125 -inf
13.339455 -inf
13.338328 -inf
13.369014 -inf
13.383602 -inf
13.350375 -inf
13.274257 -inf
13.367669 -inf
13.433432 -inf
13.242164 -inf
13.385092 -inf
13.231784 -inf
13.370785 -inf
13.376799 -inf
13.346653 -inf
13.357273 2.617303
13.356196 -inf
13.408100 -inf
13.389814 -inf
13.374576 -inf
13.361941 -inf
13.403387 -inf
13.296362 -inf
13.395577 -inf
13.406078 -inf
13.390933 -inf
13.436466 -inf
13.348779 -inf
13.279213 -inf
13.256403 -inf
13.284003 -inf
13.247325 -inf
12.862758 2.517533
13.323695 -inf
13.403088 -inf
13.408385 -inf
13.313138 -inf
13.147990 -inf
13.373929 -inf
13.311753 -inf
13.446147 -inf
13.327941 -inf
13.436872 -inf
13.229572 -inf
13.410970 -inf
13.358451 -inf
13.379590 -inf
13.392631 -inf
13.457161 -inf
13.320210 -inf
13.339530 -inf
13.352808 -inf
13.367402 -inf
13.313967 -inf
13.393869 -inf
13.291779 -inf
13.339295 -inf
13.276932 -inf
13.349650 -inf
13.398336 -inf
13.341211 -inf
13.358417 -inf
13.313883 -inf
13.364655 -inf
13.416702 -inf
13.392956 -inf
13.370350 -inf
13.328594 -inf
13.312458 -inf
13.321189 -inf
13.332248 -inf
13.351479 -inf
13.389108 -inf
13.344094 -inf
13.278314 2.578133
13.315587 -inf
13.382191 -inf
13.352989 -inf
13.410393 -inf
13.272220 -inf
13.335419 -inf
13.279767 -inf
13.384112 -inf
13.311446 -inf
13.399374 -inf
13.377435 -inf
13.294605 -inf
13.360108 -inf
13.391377 -inf
13.329630 -inf
13.380361 -inf
13.334918 -inf
13.376847 -inf
13.392153 -inf
13.336326 -inf
13.370858 -inf
13.395146 -inf
13.385573 -inf
13.409023 -inf
13.353351 -inf
13.320551 -inf
13.270912 -inf
13.343275 -inf
13.200186 -inf
13.355465 -inf
13.273955 -inf
13.333472 -inf
13.362767 -inf
13.377241 -inf
13.286887 -inf
13.386485 -inf
13.152630 -inf
13.320196 -inf
13.326014 -inf
13.373067 -inf
13.430485 -inf
13.223361 -inf
13.366718 -inf
13.344103 -inf
13.232712 -inf
13.294917 -inf
13.239111 -inf
13.181675 -inf
13.369907 -inf
13.403302 -inf
13.277198 -inf
13.256771 -inf
13.255524 -inf
13.343808 -inf
13.221367 2.392691
13.370334 -inf
13.130639 2.396913
13.386522 -inf
13.404485 -inf
13.285183 -inf
13.413317 -inf
13.335017 -inf
13.227214 -inf
13.334133 -inf
13.262217 -inf
13.375469 -inf
13.305520 -inf
13.323613 -inf
13.360657 -inf
13.383702 -inf
13.394042 -inf
13.337955 -inf
13.359663 -inf
13.396615 -inf
13.342684 -inf
13.331008 -inf
13.349655 -inf
13.357819 -inf
13.398416 -inf
13.383228 -inf
13.260060 -inf
13.376008 -inf
13.257691 -inf
13.360476 -inf
13.365691 -inf
13.356697 -inf
13.374366 -inf
13.391462 -inf
13.385539 -inf
13.272641 -inf
13.247135 -inf
13.293612 -inf
13.382659 -inf
13.303148 -inf
13.384769 -inf
13.363829 -inf
13.328832 -inf
13.335850 -inf
13.374666 -inf
13.396652 -inf
13.297060 -inf
13.295432 -inf
13.409935 -inf
13.344755 -inf
13.333516 -inf
13.301911 -inf
13.291062 -inf
13.413754 -inf
13.362604 -inf
13.200081 -inf
13.422156 -inf
13.132916 -inf
13.298915 -inf
13.369397 -inf
13.243611 -inf
13.407618 -inf
13.313613 -inf
13.323379 -inf
13.306041 -inf
13.378881 -inf
13.354320 -inf
13.351574 -inf
13.350350 -inf
13.345231 -inf
13.260856 -inf
13.294389 -inf
13.433264 -inf
13.352405 -inf
13.298780 -inf
13.332263 -inf
13.276743 -inf
13.383809 -inf
13.264241 -inf
13.390338 -inf
13.254177 -inf
13.408805 -inf
13.395254 -inf
13.390800 -inf
13.235566 -inf
13.392636 -inf
13.333414 -inf
13.409481 -inf
13.372958 -inf
13.390489 -inf
13.388200 -inf
13.305028 -inf
13.298690 -inf
13.340146 -inf
13.293164 -inf
13.414896 -inf
13.369852 -inf
13.386563 -inf
13.286841 -inf
13.262370 -inf
13.284913 -inf
13.292136 -inf
13.417344 -inf
13.351273 -inf
13.322623 -inf
13.358701 -inf
13.300653 -inf
13.303760 -inf
13.323993 -inf
13.278024 -inf
13.361711 -inf
13.321802 -inf
13.269715 -inf
13.341534 -inf
13.381411 -inf
13.337477 -inf
13.367721 -inf
13.388928 -inf
13.348685 -inf
13.371282 -inf
13.294183 -inf
13.322945 -inf
13.257654 -inf
13.349837 -inf
13.387587 -inf
13.305425 -inf
13.376810 -inf
13.257120 -inf
13.328271 -inf
13.289950 -inf
13.370931 -inf
13.415025 -inf
13.364844 -inf
13.413318 -inf
13.356377 -inf
13.380118 -inf
13.333256 -inf
13.342184 -inf
13.333011 -inf
13.331692 -inf
13.276187 -inf
13.389594 -inf
13.359596 -inf
13.412305 -inf
13.350568 -inf
13.269754 -inf
13.400370 -inf
13.348611 -inf
13.320882 -inf
13.318202 -inf
13.373990 -inf
13.351813 -inf
13.365437 -inf
13.447024 -inf
13.397037 -inf
13.388778 -inf
13.309302 -inf
13.342252 -inf
13.352541 -inf
13.319222 -inf
13.341927 -inf
13.337139 -inf
13.387292 -inf
13.223329 -inf
13.273968 -inf
13.282358 -inf
13.385794 -inf
13.362101 -inf
13.333891 -inf
13.323628 -inf
13.355909 -inf
13.123395 -inf
13.404283 -inf
13.349583 -inf
13.312934 -inf
13.344586 -inf
13.373830 -inf
13.368299 -inf
13.339991 -inf
13.290143 -inf
13.416751 -inf
13.283303 -inf
13.245691 -inf
13.274637 -inf
13.179499 -inf
13.118307 -inf
13.380360 -inf
13.270340 -inf
13.401173 -inf
13.356771 -inf
13.390142 -inf
13.372161 -inf
13.327699 -inf
13.311978 -inf
13.371895 -inf
13.357137 -inf
13.322469 -inf
13.324515 -inf
13.309248 -inf
13.391914 -inf
13.004037 -inf
13.339361 -inf
13.319642 -inf
13.308387 -inf
13.344095 -inf
13.280280 -inf
13.348322 -inf
13.291090 -inf
13.331210 -inf
13.255104 -inf
13.373466 -inf
13.342662 -inf
13.216933 -inf
13.316988 -inf
13.259928 2.425602
13.400410 -inf
13.339105 -inf
13.304507 -inf
13.248671 -inf
13.380197 -inf
13.355224 -inf
13.267414 -inf
13.345695 -inf
13.278436 -inf
13.294162 -inf
13.390531 -inf
13.384431 -inf
13.220446 -inf
13.278783 -inf
13.178291 -inf
13.340546 -inf
13.355404 -inf
13.337696 -inf
13.312271 -inf
13.394165 -inf
13.355617 -inf
13.327314 -inf
13.341713 -inf
13.383145 -inf
13.287997 -inf
13.263538 -inf
13.293535 -inf
13.354974 -inf
13.292056 -inf
13.365568 -inf
13.287212 -inf
13.310935 -inf
13.364653 -inf
13.310196 -inf
13.362436 -inf
13.357817 -inf
13.343487 -inf
13.309900 -inf
13.201452 -inf
13.360245 -inf
13.297262 -inf
13.397259 -inf
13.394646 -inf
13.294535 -inf
13.367333 -inf
13.331853 -inf
13.169741 -inf
13.328359 -inf
13.321249 -inf
13.352301 -inf
13.316246 -inf
13.329960 -inf
13.266867 -inf
13.330583 -inf
13.267678 -inf
13.308080 -inf
13.306023 -inf
13.388813 -inf
13.396361 -inf
13.409742 -inf
13.405485 -inf
13.364351 -inf
13.357457 -inf
13.312450 -inf
13.375284 -inf
13.195940 -inf
13.336624 -inf
13.340570 -inf
13.304441 -inf
13.319543 -inf
13.327336 -inf
13.327576 -inf
13.287175 -inf
13.337348 -inf
13.396209 -inf
13.375856 -inf
13.238020 -inf
13.136470 -inf
13.297462 -inf
13.399318 -inf
13.263327 -inf
13.223054 -inf
13.383206 -inf
13.174327 -inf
13.378948 -inf
13.279949 -inf
13.325452 -inf
13.406715 -inf
13.322946 -inf
13.384060 -inf
13.365138 -inf
13.349906 -inf
13.255351 -inf
13.358003 -inf
13.290890 -inf
13.245180 -inf
13.353894 -inf
13.257776 -inf
13.354931 -inf
13.338697 -inf
13.346509 -inf
13.389689 -inf
13.279404 -inf
13.316701 -inf
13.372401 -inf
13.374504 -inf
13.351600 -inf
13.323205 -inf
13.321123 -inf
13.338262 -inf
13.332252 -inf
13.332255 -inf
13.320350 -inf
13.345329 -inf
13.309857 2.498924
13.390227 -inf
13.237602 -inf
13.331431 -inf
13.411006 -inf
13.322350 -inf
13.336232 -inf
13.382648 -inf
13.243310 -inf
13.396255 -inf
13.329383 -inf
13.257110 -inf
13.344295 -inf
13.327772 -inf
13.283794 -inf
13.370653 -inf
13.358419 -inf
13.344461 -inf
13.337931 -inf
13.323923 -inf
13.306582 -inf
13.292632 -inf
13.231932 -inf
13.283108 -inf
13.363072 -inf
13.370440 -inf
13.382066 -inf
13.354160 -inf
13.288693 -inf
13.376022 -inf
13.370012 -inf
13.296094 -inf
13.075470 -inf
13.292059 -inf
13.373650 -inf
13.314192 -inf
13.372801 -inf
13.296878 -inf
13.334224 -inf
13.287520 -inf
13.359086 -inf
13.342678 -inf
13.254392 -inf
13.399228 -inf
13.310354 -inf
13.292414 -inf
13.367898 -inf
13.344115 -inf
13.324635 -inf
13.305852 -inf
13.341435 -inf
13.337504 -inf
13.336739 -inf
13.291923 -inf
13.314537 -inf
13.332371 -inf
13.374289 -inf
13.322864 -inf
13.283923 -inf
13.373764 -inf
13.312410 -inf
13.351403 -inf
13.251409 -inf
13.346600 -inf
13.243023 -inf
13.366512 -inf
13.315912 -inf
13.373067 -inf
13.341163 -inf
13.366589 -inf
13.191373 -inf
13.351351 -inf
13.387222 -inf
13.387263 -inf
13.318170 -inf
13.322173 -inf
13.378616 -inf
13.266246 -inf
13.313446 -inf
13.224318 -inf
13.369183 -inf
13.367531 -inf
13.302025 -inf
13.205361 -inf
13.401783 -inf
13.291503 -inf
13.371794 -inf
13.280607 -inf
13.360960 -inf
13.335137 -inf
13.382816 -inf
13.397511 -inf
13.341649 -inf
13.185207 -inf
13.388137 -inf
13.342881 -inf
13.277488 -inf
13.279447 -inf
13.363530 -inf
13.274604 -inf
13.347718 -inf
13.323698 -inf
13.352341 -inf
13.343417 -inf
13.388927 -inf
13.201708 -inf
13.298074 -inf
13.368143 -inf
13.350363 -inf
13.362398 -inf
13.320698 -inf
13.350801 -inf
13.183865 -inf
13.366022 -inf
13.341387 -inf
13.337499 -inf
13.394102 -inf
13.237298 -inf
13.267528 -inf
13.379559 -inf
13.350375 -inf
13.288539 -inf
13.347646 -inf
13.306792 -inf
13.296565 -inf
13.323605 -inf
13.306742 -inf
13.393079 -inf
13.267661 -inf
13.276708 -inf
13.245899 -inf
13.385430 -inf
13.363126 -inf
13.361143 -inf
13.251497 -inf
13.318117 -inf
13.225273 -inf
13.354563 -inf
13.280094 -inf
13.317807 -inf
13.328441 -inf
13.351321 -inf
13.259377 -inf
13.330117 -inf
13.282430 -inf
13.375644 -inf
13.307626 -inf
13.302890 -inf
13.323255 -inf
13.316843 -inf
13.394697 -inf
13.302032 -inf
13.224249 -inf
13.329782 -inf
13.331902 -inf
13.197355 -inf
13.314658 -inf
13.262142 -inf
13.305798 -inf
13.213563 -inf
13.270175 -inf
13.288372 -inf
13.368695 -inf
13.351302 -inf
13.305345 -inf
13.329789 -inf
13.348495 -inf
13.249201 -inf
13.227988 -inf
13.394607 -inf
13.328440 -inf
13.325189 -inf
13.304649 -inf
13.344902 -inf
13.315489 -inf
13.278114 -inf
13.241811 -inf
13.340848 -inf
13.287042 -inf
13.374477 -inf
13.362818 -inf
13.262604 -inf
13.379691 -inf
13.328501 -inf
13.333710 -inf
13.320459 -inf
13.352092 -inf
13.256116 -inf
13.268425 -inf
13.365530 -inf
13.318603 -inf
13.298066 -inf
13.313036 -inf
13.409756 -inf
13.317212 -inf
13.370846 -inf
13.299120 -inf
13.326270 -inf
13.347809 -inf
13.250245 -inf
13.326418 -inf
13.310105 -inf
13.354924 -inf
13.174128 -inf
13.239424 -inf
13.202800 -inf
13.343415 -inf
13.351748 -inf
13.320591 -inf
13.333040 -inf
13.270866 -inf
13.274243 -inf
13.330636 -inf
13.342027 -inf
13.370172 -inf
13.303631 -inf
13.320387 -inf
13.332518 -inf
13.362007 -inf
13.307826 -inf
13.332799 -inf
13.304870 -inf
13.335693 -inf
13.356265 -inf
13.331109 -inf
13.397666 -inf
13.353526 -inf
13.258556 -inf
13.280219 -inf
13.304494 -inf
13.273383 -inf
13.302694 -inf
13.357596 -inf
13.343437 -inf
13.369166 -inf
13.303752 -inf
13.390546 -inf
13.336110 -inf
13.288808 -inf
13.280197 -inf
13.260957 2.499135
13.343211 -inf
13.291417 -inf
13.245043 -inf
13.312021 -inf
13.379408 -inf
13.334254 -inf
13.190134 -inf
13.352890 -inf
13.264894 -inf
13.280464 -inf
13.369491 -inf
13.157853 -inf
13.336836 -inf
13.301499 -inf
13.328647 -inf
13.338226 -inf
13.321768 -inf
13.314251 -inf
13.341795 -inf
13.314278 -inf
13.269815 -inf
13.324063 -inf
13.317273 -inf
13.318411 -inf
13.320160 -inf
13.328843 -inf
13.332697 -inf
13.268545 -inf
13.306221 -inf
13.310797 -inf
13.300488 -inf
13.297184 -inf
13.281776 -inf
13.330079 -inf
13.323874 -inf
13.355415 -inf
13.348544 -inf
13.290048 -inf
13.354299 -inf
13.381138 -inf
13.382887 -inf
13.303672 -inf
13.288004 -inf
13.229804 -inf
13.396681 -inf
13.315539 -inf
13.310951 -inf
13.361410 -inf
13.336429 -inf
13.396444 -inf
13.267539 -inf
13.208945 -inf
13.270088 -inf
13.289037 -inf
13.168270 -inf
13.370496 -inf
13.349940 -inf
13.376118 -inf
13.320549 -inf
13.312552 -inf
13.380045 -inf
13.285789 -inf
13.258199 -inf
13.215391 -inf
13.376390 -inf
13.333210 -inf
13.263331 -inf
13.300225 -inf
13.207194 -inf
13.281292 -inf
13.344166 -inf
13.341473 -inf
13.277055 -inf
13.357683 -inf
13.363906 -inf
13.396658 -inf
13.264898 -inf
13.280551 -inf
13.291686 -inf
13.254017 -inf
13.343702 -inf
13.414856 -inf
13.281744 -inf
13.359177 -inf
13.324801 -inf
13.359813 -inf
13.358752 -inf
13.320086 -inf
13.202848 -inf
13.384010 -inf
13.341350 -inf
13.286685 -inf
13.283880 -inf
13.260393 -inf
13.359080 -inf
13.315103 -inf
13.351624 -inf
13.307526 -inf
13.324471 -inf
13.305551 -inf
13.259483 -inf
13.306496 -inf
13.326265 -inf
13.357297 -inf
13.310392 -inf
13.314178 -inf
13.324609 -inf
13.325989 -inf
13.344485 -inf
13.336385 -inf
13.302814 -inf
13.336309 -inf
13.324401 -inf
13.358466 -inf
13.240589 -inf
13.277631 -inf
13.281128 -inf
13.372458 -inf
13.295839 -inf
13.364575 -inf
13.316865 -inf
13.348884 -inf
13.393095 -inf
13.365811 -inf
13.298735 -inf
13.315092 -inf
13.329507 -inf
13.294228 -inf
13.297447 -inf
13.303129 -inf
13.283226 -inf
13.252881 -inf
13.290383 -inf
13.351984 -inf
13.334275 -inf
13.371776 -inf
13.277411 -inf
13.171722 -inf
13.269323 -inf
13.352151 -inf
13.348842 -inf
13.335936 -inf
13.247804 -inf
13.238928 -inf
13.277429 -inf
13.352737 -inf
13.351084 -inf
13.366980 -inf
13.157091 -inf
13.168994 -inf
13.254263 -inf
13.371913 -inf
13.349281 -inf
13.281768 -inf
13.377121 -inf
13.308964 -inf
13.338310 -inf
13.325054 -inf
13.296845 -inf
13.350643 -inf
13.359927 -inf
13.279478 -inf
13.343547 -inf
13.318066 -inf
13.159175 -inf
13.340248 -inf
13.314002 -inf
13.236294 -inf
13.190810 -inf
13.332894 -inf
13.322145 -inf
13.326671 -inf
13.286876 -inf
13.251009 -inf
13.260473 -inf
13.302253 -inf
13.329773 -inf
13.343971 -inf
13.370155 -inf
13.188319 -inf
13.290906 -inf
13.271084 -inf
13.362176 -inf
13.336687 -inf
13.319086 -inf
13.204735 -inf
13.345880 -inf
13.321914 -inf
13.255378 -inf
13.383215 -inf
13.329328 -inf
13.321632 -inf
13.283785 -inf
13.336469 -inf
13.350286 -inf
13.326527 -inf
13.361889 -inf
13.341022 -inf
13.332092 -inf
13.247906 -inf
13.290009 -inf
13.225783 -inf
13.302777 -inf
13.328890 -inf
13.365587 -inf
13.365159 -inf
13.322394 -inf
13.237174 -inf
13.391356 -inf
13.300618 -inf
13.360536 -inf
13.381681 -inf
13.332392 -inf
13.244727 -inf
13.296310 -inf
13.200096 -inf
13.229315 -inf
13.324967 -inf
13.358444 -inf
13.322693 -inf
13.206528 -inf
13.282693 -inf
13.323941 -inf
13.276047 -inf
13.347733 -inf
13.328504 -inf
13.267503 -inf
13.196010 -inf
13.196860 -inf
13.351568 -inf
13.350748 -inf
13.364830 -inf
13.199194 -inf
13.338805 -inf
13.342188 -inf
13.285224 -inf
13.281090 -inf
13.245892 -inf
13.290157 -inf
13.284435 -inf
13.314107 -inf
13.323100 -inf
13.308998 -inf
13.247190 -inf
13.327927 -inf
13.317018 -inf
13.358513 -inf
13.289414 -inf
13.125121 -inf
13.338057 -inf
13.351393 -inf
13.343616 -inf
13.339432 -inf
13.361802 -inf
13.280563 -inf
13.277493 -inf
13.380440 -inf
13.311600 -inf
13.274598 -inf
13.323327 -inf
13.256737 -inf
13.295546 -inf
13.257981 -inf
13.344407 -inf
13.225439 -inf
13.294894 -inf
13.210830 -inf
13.280771 -inf
13.276231 -inf
13.339208 -inf
13.305746 -inf
13.326594 -inf
13.269168 -inf
13.347098 -inf
13.300805 -inf
13.224967 -inf
13.398325 -inf
13.361927 -inf
13.266126 -inf
13.295062 -inf
13.318345 -inf
13.276034 -inf
13.216971 -inf
13.396755 -inf
13.307255 -inf
13.208457 -inf
13.372102 -inf
13.304364 -inf
13.319710 -inf
13.298333 -inf
13.342561 -inf
13.302943 -inf
13.314155 -inf
13.205562 -inf
13.260353 -inf
13.272080 -inf
13.331478 -inf
13.307511 -inf
13.268154 -inf
13.292850 -inf
13.369557 -inf
13.301530 -inf
13.380966 -inf
13.219708 -inf
13.320066 -inf
13.326689 -inf
13.247883 -inf
13.312853 -inf
13.321672 -inf
13.221793 -inf
13.215693 -inf
13.241172 -inf
13.207587 -inf
13.309499 -inf
13.329993 -inf
13.267231 -inf
13.292718 -inf
13.347341 -inf
13.338639 -inf
13.204921 -inf
13.290883 -inf
13.326513 -inf
13.327820 -inf
13.272788 -inf
13.303576 -inf
13.291345 -inf
13.311520 -inf
13.297127 -inf
13.307691 -inf
13.311177 -inf
13.360121 -inf
13.297765 -inf
13.319945 -inf
13.287913 -inf
13.314885 -inf
13.250223 -inf
13.317773 -inf
13.258446 -inf
13.306102 -inf
13.232432 -inf
13.291498 -inf
13.376040 -inf
13.329058 -inf
13.331310 -inf
13.217469 -inf
13.299741 -inf
13.290549 -inf
13.332688 -inf
13.286822 -inf
13.151537 -inf
13.327316 -inf
13.278182 -inf
13.281910 -inf
13.052994 -inf
13.266048 -inf
13.289147 -inf
13.277468 -inf
13.309611 -inf
13.283254 -inf
13.342443 -inf
13.283493 -inf
13.336618 -inf
13.288211 -inf
13.358220 -inf
13.333959 -inf
13.211871 -inf
13.329725 -inf
13.166811 -inf
13.299606 -inf
13.364869 -inf
13.324670 -inf
13.287152 -inf
13.294484 -inf
13.311284 -inf
13.248965 -inf
13.145730 -inf
13.236017 -inf
13.302537 -inf
13.368919 -inf
13.256441 -inf
13.218661 -inf
13.320533 -inf
13.313853 -inf
13.285793 -inf
13.207817 -inf
13.171895 -inf
13.198323 -inf
13.310502 -inf
13.290321 -inf
13.245369 -inf
13.305005 -inf
13.280538 -inf
13.274737 -inf
13.303830 -inf
13.342843 -inf
13.272814 -inf
13.368298 -inf
13.324349 -inf
13.187641 -inf
13.311253 -inf
13.248219 -inf
13.338767 -inf
13.350605 -inf
13.335909 -inf
13.347943 -inf
13.311240 -inf
13.273790 -inf
13.320876 -inf
13.309292 -inf
13.308113 -inf
13.306097 -inf
13.311174 -inf
13.181538 -inf
13.206404 -inf
13.319772 -inf
13.295140 -inf
13.342986 -inf
13.351480 -inf
13.276687 -inf
13.271981 -inf
13.306833 -inf
13.367242 -inf
13.252554 -inf
13.339853 -inf
13.305007 -inf
13.300720 -inf
13.255274 -inf
13.156913 -inf
13.272840 -inf
13.364335 -inf
13.335983 -inf
13.261505 -inf
13.276135 -inf
