log10(Mass)+10    log10(VelDisp_particles)
13.310196 2.622262
13.362436 2.622233
13.357817 2.654412
13.343487 2.618552
13.309900 2.619375
13.201452 2.579730
13.360245 2.658409
13.297262 2.612003
13.397259 2.661506
13.394646 2.645005
13.294535 2.611343
13.367333 2.642892
13.331853 2.631260
13.169741 2.593753
13.328359 2.620954
13.321249 2.626962
13.352301 2.618581
13.316246 2.613999
13.329960 2.626593
13.266867 2.627964
13.330583 2.652184
13.267678 2.605297
13.308080 2.604661
13.306023 2.619040
13.388813 2.673160
13.396361 2.676803
13.409742 2.731998
13.405485 2.661981
13.364351 2.628103
13.357457 2.624909
13.312450 2.622760
13.375284 2.640781
13.195940 2.584979
13.336624 2.643296
13.340570 2.614302
13.304441 2.606699
13.319543 2.634273
13.327336 2.642770
13.327576 2.623376
13.287175 2.593259
13.337348 2.606553
13.396209 2.683721
13.375856 2.696610
13.238020 2.603899
13.136470 2.589994
13.297462 2.584241
13.399318 2.661448
13.263327 2.617812
13.223054 2.591540
13.383206 2.648272
13.174327 2.567582
13.378948 2.662884
13.279949 2.608159
13.325452 2.644736
13.406715 2.673464
13.322946 2.620676
13.384060 2.684779
13.365138 2.637417
13.349906 2.635093
13.255351 2.575837
13.358003 2.635695
13.290890 2.620609
13.245180 2.587362
13.353894 2.616401
13.257776 2.599058
13.354931 2.628478
13.338697 2.635373
13.346509 2.748746
13.389689 2.673852
13.279404 2.628873
13.316701 2.618299
13.372401 2.633380
13.374504 2.641507
13.351600 2.640357
13.323205 2.622196
13.321123 2.614665
13.338262 2.642710
13.332252 2.632397
13.332255 2.644125
13.320350 2.615663
13.345329 2.636358
13.309857 2.656743
13.390227 2.643916
13.237602 2.601841
13.331431 2.616454
13.411006 2.694620
13.322350 2.620314
13.336232 2.634752
13.382648 2.643110
13.243310 2.598815
13.396255 2.643603
13.329383 2.623959
13.257110 2.595717
13.344295 2.617768
13.327772 2.638978
13.283794 2.609636
13.370653 2.651437
13.358419 2.632917
13.344461 2.638388
13.337931 2.633609
13.323923 2.612534
13.306582 2.611152
13.292632 2.596105
13.231932 2.576438
13.283108 2.598044
13.363072 2.645777
13.370440 2.646505
13.382066 2.611455
13.354160 2.643038
13.288693 2.627943
13.376022 2.685394
13.370012 2.621461
13.296094 2.588442
13.075470 2.710867
13.292059 2.640993
13.373650 2.652784
13.314192 2.622337
13.372801 2.634919
13.296878 2.593325
13.334224 2.620160
13.287520 2.612047
13.359086 2.640297
13.342678 2.642659
13.254392 2.597823
13.399228 2.644553
13.310354 2.631903
13.292414 2.599592
13.367898 2.649859
13.344115 2.635648
13.324635 2.637307
13.305852 2.616960
13.341435 2.627501
13.337504 2.626831
13.336739 2.639073
13.291923 2.593724
13.314537 2.630821
13.332371 2.625734
13.374289 2.647079
13.322864 2.655590
13.283923 2.613562
13.373764 2.648022
13.312410 2.615373
13.351403 2.646200
13.251409 2.595630
13.346600 2.635208
13.243023 2.601355
13.366512 2.632990
13.315912 2.631783
13.373067 2.661329
13.341163 2.617691
13.366589 2.651061
13.191373 2.582584
13.351351 2.647705
13.387222 2.659735
13.387263 2.652041
13.318170 2.586145
13.322173 2.621368
13.378616 2.626832
13.266246 2.598815
13.313446 2.622649
13.224318 2.566256
13.369183 2.632034
13.367531 2.628071
13.302025 2.603261
13.205361 2.602358
13.401783 2.664668
13.291503 2.605430
13.371794 2.651206
13.280607 2.589251
13.360960 2.687453
13.335137 2.617223
13.382816 2.670232
13.397511 2.674778
13.341649 2.624901
13.185207 2.555647
13.388137 2.686965
13.342881 2.631661
13.277488 2.617968
13.279447 2.599423
13.363530 2.659867
13.274604 2.602809
13.347718 2.647247
13.323698 2.607851
13.352341 2.617569
13.343417 2.601564
13.388927 2.660337
13.201708 2.575398
13.298074 2.626284
13.368143 2.683387
13.350363 2.628782
13.362398 2.655519
13.320698 2.617871
13.350801 2.651604
13.183865 2.591429
13.366022 2.670934
13.341387 2.638069
13.337499 2.636077
13.394102 2.652403
13.237298 2.629925
13.267528 2.625146
13.379559 2.660598
13.350375 2.648378
13.288539 2.609656
13.347646 2.649518
13.306792 2.620460
13.296565 2.608165
13.323605 2.651834
13.306742 2.605877
13.393079 2.663924
13.267661 2.625688
13.276708 2.600901
13.245899 2.616304
13.385430 2.661734
13.363126 2.625460
13.361143 2.645740
13.251497 2.658033
13.318117 2.630089
13.225273 2.603207
13.354563 2.630316
13.280094 2.581778
13.317807 2.615507
13.328441 2.611715
13.351321 2.655848
13.259377 2.597252
13.330117 2.619283
13.282430 2.634874
13.375644 2.651753
13.307626 2.624648
13.302890 2.616867
13.323255 2.616041
13.316843 2.624616
13.394697 2.671185
13.302032 2.604397
13.224249 2.590678
13.329782 2.638173
13.331902 2.632193
13.197355 2.575558
13.314658 2.619769
13.262142 2.606027
13.305798 2.615862
13.213563 2.592667
13.270175 2.592126
13.288372 2.586746
13.368695 2.648347
13.351302 2.636532
13.305345 2.618201
13.329789 2.634435
13.348495 2.640012
13.249201 2.591091
13.227988 2.593908
13.394607 2.676166
13.328440 2.619782
13.325189 2.618389
13.304649 2.612952
13.344902 2.641709
13.315489 2.622648
13.278114 2.594424
13.241811 2.574175
13.340848 2.630738
13.287042 2.612550
13.374477 2.622364
13.362818 2.641294
13.262604 2.596504
13.379691 2.640415
13.328501 2.620970
13.333710 2.635774
13.320459 2.634473
13.352092 2.641074
13.256116 2.603787
13.268425 2.601296
13.365530 2.686134
13.318603 2.630721
13.298066 2.629031
13.313036 2.615899
13.409756 2.670318
13.317212 2.612875
13.370846 2.626156
13.299120 2.604712
13.326270 2.607917
13.347809 2.642991
13.250245 2.599577
13.326418 2.671638
13.310105 2.617477
13.354924 2.612013
13.174128 2.579053
13.239424 2.593229
13.202800 2.592627
13.343415 2.641816
13.351748 2.640579
13.320591 2.633903
13.333040 2.599581
13.270866 2.601876
13.274243 2.605235
13.330636 2.611252
13.342027 2.627695
13.370172 2.637284
13.303631 2.600425
13.320387 2.631215
13.332518 2.608496
13.362007 2.628061
13.307826 2.640398
13.332799 2.651114
13.304870 2.608586
13.335693 2.639444
13.356265 2.643383
13.331109 2.628178
13.397666 2.688597
13.353526 2.641162
13.258556 2.575922
13.280219 2.617076
13.304494 2.611703
13.273383 2.641837
13.302694 2.616333
13.357596 2.638437
13.343437 2.635897
13.369166 2.640805
13.303752 2.609941
13.390546 2.664688
13.336110 2.662503
13.288808 2.638566
13.280197 2.610465
13.260957 2.598125
13.343211 2.618979
13.291417 2.619186
13.245043 2.622646
13.312021 2.644857
13.379408 2.641261
13.334254 2.622499
13.190134 2.579079
13.352890 2.636329
13.264894 2.613614
13.280464 2.606179
13.369491 2.666553
13.157853 2.550580
13.336836 2.634664
13.301499 2.605422
13.328647 2.630781
13.338226 2.638870
13.321768 2.605697
13.314251 2.625868
13.341795 2.631379
13.314278 2.642106
13.269815 2.598394
13.324063 2.636595
13.317273 2.644742
13.318411 2.601982
13.320160 2.613999
13.328843 2.627085
13.332697 2.617751
13.268545 2.592133
13.306221 2.604187
13.310797 2.620841
13.300488 2.626563
13.297184 2.635640
13.281776 2.620540
13.330079 2.642958
13.323874 2.616016
13.355415 2.627278
13.348544 2.643449
13.290048 2.605468
13.354299 2.650464
13.381138 2.648475
13.382887 2.639970
13.303672 2.622122
13.288004 2.593184
13.229804 2.603143
13.396681 2.666655
13.315539 2.614691
13.310951 2.611595
13.361410 2.650379
13.336429 2.643021
13.396444 2.660064
13.267539 2.611496
13.208945 2.576973
13.270088 2.615099
13.289037 2.617152
13.168270 2.561605
13.370496 2.676805
13.349940 2.645760
13.376118 2.644846
13.320549 2.602755
13.312552 2.616532
13.380045 2.674550
13.285789 2.614062
13.258199 2.595624
13.215391 2.599455
13.376390 2.674234
13.333210 2.614038
13.263331 2.617414
13.300225 2.610023
13.207194 2.598657
13.281292 2.625353
13.344166 2.640649
13.341473 2.635066
13.277055 2.671604
13.357683 2.671754
13.363906 2.659775
13.396658 2.664323
13.264898 2.603809
13.280551 2.629003
13.291686 2.617901
13.254017 2.587760
13.343702 2.636962
13.414856 2.701381
13.281744 2.612447
13.359177 2.637996
13.324801 2.627978
13.359813 2.672797
13.358752 2.637200
13.320086 2.615202
13.202848 2.694164
13.384010 2.641031
13.341350 2.644594
13.286685 2.633054
13.283880 2.607616
13.260393 2.611327
13.359080 2.647334
13.315103 2.591019
13.351624 2.637207
13.307526 2.673012
13.324471 2.626745
13.305551 2.630978
13.259483 2.574922
13.306496 2.605296
13.326265 2.618512
13.357297 2.645255
13.310392 2.615650
13.314178 2.641050
13.324609 2.634112
13.325989 2.620870
13.344485 2.640385
13.336385 2.639924
13.302814 2.618061
13.336309 2.627086
13.324401 2.632806
13.358466 2.631148
13.240589 2.660529
13.277631 2.623084
13.281128 2.597395
13.372458 2.651916
13.295839 2.606650
13.364575 2.674503
13.316865 2.620532
13.348884 2.631808
13.393095 2.708234
13.365811 2.633759
13.298735 2.617573
13.315092 2.607438
13.329507 2.641926
13.294228 2.603744
13.297447 2.599103
13.303129 2.629807
13.283226 2.596595
13.252881 2.600363
13.290383 2.597850
13.351984 2.642209
13.334275 2.618735
13.371776 2.666253
13.277411 2.601873
13.171722 2.584710
13.269323 2.606040
13.352151 2.649060
13.348842 2.627417
13.335936 2.644358
13.247804 2.587491
13.238928 2.599432
13.277429 2.619180
13.352737 2.637670
13.351084 2.643499
13.366980 2.628490
13.157091 2.557493
13.168994 2.563075
13.254263 2.611020
13.371913 2.687541
13.349281 2.631095
13.281768 2.624462
13.377121 2.662506
13.308964 2.589782
13.338310 2.608505
13.325054 2.612362
13.296845 2.616310
13.350643 2.640324
13.359927 2.639159
13.279478 2.606430
13.343547 2.634605
13.318066 2.615996
13.159175 2.606907
13.340248 2.624116
13.314002 2.658000
13.236294 2.610045
13.190810 2.580771
13.332894 2.644337
13.322145 2.625478
13.326671 2.614325
13.286876 2.582702
13.251009 2.594660
13.260473 2.616642
13.302253 2.621125
13.329773 2.614560
13.343971 2.638051
13.370155 2.653537
13.188319 2.589046
13.290906 2.608900
13.271084 2.595023
13.362176 2.658427
13.336687 2.653387
13.319086 2.640453
13.204735 2.574006
13.345880 2.637500
13.321914 2.631239
13.255378 2.590821
13.383215 2.661851
13.329328 2.632428
13.321632 2.639198
13.283785 2.589276
13.336469 2.620644
13.350286 2.633187
13.326527 2.629148
13.361889 2.621743
13.341022 2.641585
13.332092 2.648848
13.247906 2.608787
13.290009 2.613364
13.225783 2.604110
13.302777 2.603005
13.328890 2.625538
13.365587 2.652509
13.365159 2.615368
13.322394 2.626561
13.237174 2.607511
13.391356 2.670503
13.300618 2.598602
13.360536 2.661712
13.381681 2.659651
13.332392 2.642044
13.244727 2.610903
13.296310 2.621157
13.200096 2.578214
13.229315 2.599019
13.324967 2.622588
13.358444 2.619363
13.322693 2.626213
13.206528 2.578277
13.282693 2.599598
13.323941 2.645948
13.276047 2.603469
13.347733 2.651734
13.328504 2.614614
13.267503 2.606995
13.196010 2.566473
13.196860 2.599125
13.351568 2.642226
13.350748 2.656053
13.364830 2.635379
13.199194 2.575721
13.338805 2.622850
13.342188 2.636760
13.285224 2.603258
13.281090 2.596815
13.245892 2.632438
13.290157 2.623467
13.284435 2.614046
13.314107 2.614094
13.323100 2.624112
13.308998 2.617238
13.247190 2.603418
13.327927 2.611918
13.317018 2.609772
13.358513 2.661826
13.289414 2.593885
13.125121 2.552438
13.338057 2.640123
13.351393 2.671132
13.343616 2.623255
13.339432 2.619851
13.361802 2.664404
13.280563 2.599191
13.277493 2.599181
13.380440 2.694879
13.311600 2.622241
13.274598 2.591826
13.323327 2.632010
13.256737 2.593230
13.295546 2.611932
13.257981 2.608107
13.344407 2.641928
13.225439 2.606503
13.294894 2.616277
13.210830 2.587172
13.280771 2.624367
13.276231 2.596051
13.339208 2.652502
13.305746 2.614699
13.326594 2.624278
13.269168 2.588609
13.347098 2.651152
13.300805 2.631794
13.224967 2.603852
13.398325 2.673378
13.361927 2.653128
13.266126 2.615609
13.295062 2.610565
13.318345 2.623003
13.276034 2.604500
13.216971 2.585136
13.396755 2.673192
13.307255 2.643837
13.208457 2.584567
13.372102 2.709178
13.304364 2.634747
13.319710 2.614155
13.298333 2.630584
13.342561 2.649592
13.302943 2.594659
13.314155 2.624200
13.205562 2.571122
13.260353 2.586130
13.272080 2.611542
13.331478 2.649118
13.307511 2.623021
13.268154 2.597462
13.292850 2.621322
13.369557 2.654370
13.301530 2.622198
13.380966 2.703373
13.219708 2.560992
13.320066 2.622790
13.326689 2.630734
13.247883 2.625461
13.312853 2.628171
13.321672 2.628534
13.221793 2.570826
13.215693 2.578794
13.241172 2.592386
13.207587 2.582464
13.309499 2.607388
13.329993 2.606353
13.267231 2.596328
13.292718 2.600279
13.347341 2.644000
13.338639 2.634088
13.204921 2.589135
13.290883 2.613135
13.326513 2.623301
13.327820 2.620583
13.272788 2.592566
13.303576 2.627656
13.291345 2.610223
13.311520 2.614411
13.297127 2.609383
13.307691 2.636973
13.311177 2.630703
13.360121 2.629684
13.297765 2.621937
13.319945 2.624596
13.287913 2.585359
13.314885 2.623550
13.250223 2.591021
13.317773 2.629576
13.258446 2.595679
13.306102 2.625359
13.232432 2.594231
13.291498 2.622851
13.376040 2.648583
13.329058 2.628711
13.331310 2.615850
13.217469 2.565344
13.299741 2.607114
13.290549 2.588346
13.332688 2.651434
13.286822 2.639371
13.151537 2.598650
13.327316 2.622546
13.278182 2.597900
13.281910 2.597475
13.052994 2.614091
13.266048 2.603837
13.289147 2.598214
13.277468 2.603906
13.309611 2.597336
13.283254 2.628679
13.342443 2.630958
13.283493 2.588409
13.336618 2.647621
13.288211 2.600091
13.358220 2.646779
13.333959 2.633696
13.211871 2.656343
13.329725 2.625861
13.166811 2.573216
13.299606 2.607277
13.364869 2.634158
13.324670 2.630726
13.287152 2.581821
13.294484 2.605684
13.311284 2.622963
13.248965 2.606362
13.145730 2.565226
13.236017 2.591276
13.302537 2.604266
13.368919 2.675769
13.256441 2.626553
13.218661 2.601605
13.320533 2.625075
13.313853 2.614613
13.285793 2.638199
13.207817 2.577796
13.171895 2.601252
13.198323 2.559081
13.310502 2.642984
13.290321 2.598552
13.245369 2.588850
13.305005 2.598265
13.280538 2.594679
13.274737 2.609628
13.303830 2.632065
13.342843 2.627837
13.272814 2.637856
13.368298 2.679482
13.324349 2.626600
13.187641 2.586705
13.311253 2.609237
13.248219 2.586925
13.338767 2.656031
13.350605 2.619056
13.335909 2.631163
13.347943 2.647162
13.311240 2.630551
13.273790 2.605921
13.320876 2.603238
13.309292 2.615009
13.308113 2.608665
13.306097 2.632114
13.311174 2.603120
13.181538 2.571480
13.206404 2.561354
13.319772 2.633894
13.295140 2.625329
13.342986 2.628229
13.351480 2.666039
13.276687 2.598364
13.271981 2.605434
13.306833 2.611566
13.367242 2.647002
13.252554 2.573970
13.339853 2.648369
13.305007 2.622983
13.300720 2.612262
13.255274 2.597672
13.156913 2.616460
13.272840 2.649350
13.364335 2.649197
13.335983 2.630208
13.261505 2.605125
13.276135 2.622704
13.246179 2.598616
13.367306 2.649009
13.284984 2.622509
13.325611 2.644406
13.250189 2.621624
13.351383 2.664614
13.338480 2.639369
13.318455 2.607604
13.353476 2.669570
13.253042 2.585351
13.175492 2.765884
13.320914 2.620656
13.290304 2.632072
13.264169 2.604161
13.327061 2.645236
13.248287 2.578920
13.334076 2.620621
13.243086 2.594178
13.243777 2.608232
13.064349 2.568849
13.361124 2.676975
13.339416 2.658334
13.278811 2.584467
13.279719 2.606445
13.272423 2.601797
13.288849 2.614048
13.303207 2.597077
13.309822 2.630743
13.344878 2.643294
13.276709 2.613495
13.353185 2.655329
13.347459 2.646657
13.263129 2.606724
13.274963 2.662115
13.160513 2.545243
13.345979 2.631334
13.311941 2.628702
13.264746 2.606618
13.337543 2.638759
13.299971 2.619734
13.283524 2.598914
13.292512 2.613855
13.203378 2.574889
13.247621 2.578094
13.228748 2.615690
13.296043 2.612837
13.362649 2.657617
13.282106 2.613643
13.326162 2.635623
13.266571 2.592673
13.233081 2.596844
13.309497 2.612654
13.335868 2.640675
13.212785 2.579811
13.195475 2.602929
13.276226 2.613062
13.222366 2.590106
13.178613 2.581160
13.288034 2.603304
13.324122 2.635815
13.258799 2.582503
13.313266 2.631186
13.205261 2.590453
13.345267 2.630179
13.292700 2.614867
13.297332 2.620173
13.330215 2.649290
13.383795 2.662098
13.339806 2.691407
13.252279 2.594356
13.296204 2.604354
13.271866 2.569606
13.276892 2.592603
13.224823 2.577124
13.317368 2.623198
13.283981 2.635542
13.277993 2.614528
13.354935 2.638676
13.308574 2.640819
13.307525 2.609219
13.287644 2.627414
13.269187 2.592780
13.266695 2.598449
13.283767 2.604822
13.296349 2.608224
13.253856 2.577188
13.291449 2.602563
13.247278 2.590254
13.250724 2.644675
13.196514 2.577897
13.267277 2.601987
13.277039 2.616740
13.267408 2.605910
13.230566 2.598382
13.308354 2.627304
13.344622 2.634427
13.291152 2.597142
13.309696 2.630686
13.307663 2.617200
13.298932 2.636390
13.320778 2.630732
13.296519 2.631521
13.333876 2.637203
13.284109 2.613151
13.341569 2.694872
13.332623 2.650340
13.229524 2.561609
13.339268 2.635575
13.311203 2.625681
13.197216 2.580319
13.348575 2.651321
13.285959 2.612473
13.156502 2.600860
13.334995 2.662075
13.303366 2.629027
13.290267 2.602828
13.272827 2.591090
13.312031 2.631925
13.204507 2.585195
13.257165 2.612997
13.328897 2.611462
13.312734 2.617703
13.349482 2.655655
13.250510 2.614850
13.175280 2.591528
13.372568 2.646160
13.266551 2.596057
13.310921 2.647631
13.284078 2.623209
13.345878 2.625920
13.386526 2.658672
13.333951 2.641282
13.294219 2.613038
13.205934 2.586910
13.290004 2.625516
13.299076 2.620537
13.223751 2.599573
13.251806 2.613380
13.326659 2.637270
13.244228 2.593091
13.362179 2.656244
13.158059 2.558429
13.246094 2.580726
13.277909 2.598803
13.205141 2.573343
13.328215 2.651869
13.228508 2.570266
13.267097 2.614279
13.278669 2.598429
13.332570 2.639303
13.291963 2.618642
13.216536 2.577107
13.268776 2.586134
13.308008 2.627300
13.284281 2.620421
13.210064 2.727174
13.260128 2.606440
13.324337 2.629106
13.347320 2.651441
13.330566 2.640614
13.324572 2.642094
13.313290 2.604743
13.260887 2.622613
13.326454 2.648378
13.362406 2.677769
13.308812 2.618052
13.256381 2.657742
13.206037 2.569170
13.246715 2.610222
13.295185 2.618260
13.284350 2.611190
13.259100 2.609984
13.259707 2.610610
13.331683 2.620400
13.227885 2.611247
13.273627 2.589348
13.296061 2.608330
13.301376 2.632037
13.292573 2.611140
13.232208 2.597743
13.205956 2.582497
13.171129 2.569705
13.285992 2.621063
13.332905 2.649958
13.351630 2.645417
13.276117 2.605141
13.311200 2.620467
13.286266 2.610835
13.254140 2.595485
13.232545 2.599095
13.282247 2.617306
13.280418 2.586500
13.213825 2.598673
13.229888 2.579168
13.269408 2.603894
13.288552 2.613628
13.187803 2.570297
13.251751 2.580959
13.352868 2.643564
13.298733 2.617878
13.306854 2.617576
13.305966 2.628784
13.069338 2.567109
13.305268 2.625712
13.239709 2.583787
13.364808 2.648132
13.231726 2.576845
13.250046 2.590333
13.248665 2.597082
13.373083 2.652927
13.245330 2.583237
13.307898 2.627750
13.261727 2.598794
13.251911 2.607146
13.264656 2.596514
13.263759 2.582263
13.378410 2.656270
13.303628 2.605432
13.276755 2.608981
13.269748 2.592018
13.289406 2.625281
13.221746 2.596850
13.340339 2.647495
13.336374 2.622565
13.330331 2.633213
13.321437 2.640129
13.326183 2.618826
13.276636 2.612435
13.212231 2.578998
13.308687 2.596575
13.220189 2.590315
13.279477 2.628708
13.330348 2.625612
13.259960 2.595255
13.326553 2.622503
13.307560 2.615901
13.335264 2.618660
13.223877 2.597863
13.259811 2.587152
13.347185 2.630441
13.345953 2.634615
13.234036 2.585881
13.324567 2.623714
13.305199 2.618959
13.315251 2.629548
13.246654 2.587326
13.277683 2.605810
13.352725 2.706853
13.285018 2.627943
13.316656 2.618148
13.307019 2.629150
13.271845 2.614931
13.324859 2.630022
13.227579 2.578644
13.288949 2.594302
13.309970 2.611248
13.293318 2.593968
13.308295 2.620955
13.321906 2.648757
13.233845 2.658328
13.281939 2.597382
13.353816 2.655611
13.225440 2.587219
13.284631 2.612087
13.348762 2.640565
13.309716 2.642347
13.236255 2.595777
13.257184 2.601311
13.244708 2.586741
13.318063 2.633394
13.302014 2.569904
13.267014 2.636642
13.310321 2.612386
13.220326 2.575582
13.169693 2.581493
13.251255 2.592763
13.332411 2.634113
13.336807 2.657168
13.209173 2.577339
13.250841 2.590976
13.184187 2.567042
13.239808 2.599031
13.337702 2.646636
13.269597 2.616418
13.345723 2.635987
13.303576 2.642988
13.328919 2.636516
13.190118 2.581892
13.260193 2.618042
13.265490 2.628898
13.292829 2.597381
13.302821 2.607928
13.272962 2.618066
13.316207 2.640060
13.255769 2.597826
13.347114 2.654516
13.287682 2.626902
13.252317 2.595356
13.315906 2.644317
13.334724 2.629724
13.277453 2.617928
13.275217 2.600405
13.283772 2.597108
13.265816 2.600486
13.274131 2.603804
13.216852 2.572691
13.246778 2.613947
13.283769 2.611518
13.272051 2.618563
13.272754 2.616838
13.310177 2.620932
13.264636 2.598950
13.182908 2.577562
13.339069 2.638041
13.322957 2.617116
13.234990 2.573048
13.249071 2.586543
13.310244 2.635820
13.286235 2.620859
13.225086 2.586876
13.310766 2.608567
13.315979 2.652466
13.252717 2.607214
13.233776 2.616452
13.351926 2.644233
13.189395 2.588974
13.300786 2.630717
13.291444 2.600164
13.314829 2.616321
13.305624 2.595546
13.280557 2.608757
13.270808 2.601667
13.342681 2.639844
13.327801 2.664808
13.315480 2.598094
13.251071 2.623681
13.212148 2.582346
13.271376 2.589132
13.252314 2.601072
13.324828 2.623002
13.165794 2.587116
13.256961 2.604643
13.198903 2.574252
13.246947 2.613569
13.340771 2.645266
13.343756 2.630332
13.262189 2.616363
13.268018 2.607302
13.315312 2.629329
13.259724 2.595905
13.254510 2.590820
13.299582 2.636944
13.316900 2.624840
13.173106 2.559382
13.368464 2.669709
13.223837 2.584595
13.297337 2.637426
13.287338 2.597567
13.307464 2.644032
13.289166 2.603450
13.244514 2.599072
13.199423 2.556918
13.214033 2.585752
13.322023 2.653518
13.253855 2.604043
13.292125 2.625984
13.182173 2.593157
13.263684 2.604440
13.173848 2.569439
13.261619 2.597126
13.193443 2.592932
13.336731 2.648239
13.257954 2.653099
13.323185 2.638140
13.299103 2.624965
13.294320 2.608155
13.275024 2.598213
13.327433 2.634958
13.299786 2.604890
13.250911 2.590611
13.275820 2.623458
13.255479 2.611185
13.330010 2.653309
13.296131 2.621638
13.269432 2.591977
13.321100 2.642856
13.318466 2.611996
13.274637 2.601962
13.305894 2.629866
13.224728 2.592028
13.229509 2.596153
13.274469 2.613617
13.254135 2.611340
13.129375 2.565115
13.338600 2.632722
13.352902 2.652571
13.196338 2.556899
13.281257 2.613352
13.294588 2.639206
13.312198 2.616039
13.282816 2.620514
13.132108 2.610535
13.151977 2.558761
13.365723 2.659952
13.312152 2.617689
13.269706 2.580878
13.289312 2.621547
13.287883 2.599396
13.293406 2.588092
13.213809 2.593908
13.237877 2.579156
13.284964 2.607771
13.295643 2.606282
13.278460 2.606654
13.230756 2.601414
13.354292 2.670947
13.284784 2.607471
13.310952 2.628244
13.253858 2.590116
13.278359 2.620153
13.298620 2.638049
13.341797 2.638163
13.288820 2.614048
13.311515 2.627419
13.298112 2.619032
13.270795 2.595989
13.242039 2.608232
13.280492 2.601072
13.266369 2.663984
13.316643 2.671849
13.303182 2.633341
13.295525 2.603079
13.315606 2.632059
13.317334 2.626239
13.220611 2.588740
13.251019 2.575046
13.318824 2.630647
13.271665 2.608231
13.281180 2.616854
13.221128 2.575799
13.308073 2.627803
13.233433 2.599956
13.348489 2.654595
13.213107 2.581419
13.248624 2.590429
13.334365 2.616610
13.307684 2.628008
13.273732 2.590825
13.301536 2.618396
13.316777 2.641077
13.237290 2.592949
13.265089 2.604828
13.279806 2.617318
13.191125 2.571367
13.334670 2.636039
13.295241 2.625574
13.330934 2.636962
13.201812 2.589969
13.315246 2.607176
13.206783 2.585836
13.305959 2.672163
13.175725 2.560854
13.291869 2.615110
13.273455 2.609320
13.208723 2.581540
13.275386 2.616783
13.262501 2.604082
13.277727 2.607875
13.227075 2.600799
13.219273 2.597202
13.286311 2.611373
13.261775 2.605713
13.261275 2.584673
13.263907 2.635898
13.264678 2.601203
13.291024 2.633240
13.326982 2.630448
13.220590 2.600474
13.231590 2.620809
13.263356 2.598643
13.267281 2.576202
13.301172 2.649831
13.312428 2.630201
13.260639 2.590128
13.304627 2.613867
13.196072 2.563581
13.223304 2.589089
13.281686 2.619563
13.315170 2.629017
13.289728 2.623132
13.221690 2.582359
13.220646 2.587371
13.255506 2.612386
13.297129 2.605691
13.312312 2.621575
13.278278 2.596117
13.277374 2.621206
13.300914 2.618876
13.256571 2.584763
13.250020 2.598445
13.326995 2.657349
13.283303 2.607282
13.287226 2.613417
13.292622 2.617352
13.309740 2.615031
13.191199 2.577608
13.249541 2.599706
13.300793 2.613332
13.298785 2.638940
13.314849 2.642456
13.216102 2.568143
13.237464 2.587898
13.315190 2.665661
13.304367 2.620193
13.282999 2.615701
13.300528 2.646684
13.270630 2.605519
13.255100 2.593998
13.214505 2.589179
13.265396 2.607862
13.270866 2.612204
13.255802 2.610229
13.285791 2.618824
13.344502 2.673897
13.269394 2.616143
13.274339 2.598915
13.287749 2.638769
13.274630 2.636877
13.257296 2.633467
13.222923 2.625818
13.300531 2.607742
13.286958 2.599153
13.167993 2.560456
13.305211 2.623172
13.245190 2.597184
13.271484 2.606967
13.195682 2.640466
13.249843 2.606497
13.322293 2.636866
13.282364 2.605464
13.250818 2.599552
13.262547 2.609077
13.255111 2.580766
13.273967 2.613357
13.313973 2.633029
13.326868 2.661285
13.255937 2.633665
13.196682 2.566311
13.237952 2.578084
13.189342 2.586204
13.283148 2.619807
13.184743 2.570175
13.176528 2.568322
13.255698 2.634215
13.234352 2.567995
13.220337 2.566298
13.272271 2.589018
13.271560 2.594395
13.163192 2.558034
13.348394 2.657170
13.314304 2.632058
13.271836 2.597320
13.299714 2.649974
13.265886 2.592332
13.278974 2.619018
13.299711 2.631647
13.210319 2.594101
13.314061 2.631445
13.249298 2.600392
13.315415 2.670289
13.185502 2.575657
13.210130 2.573484
13.276085 2.596181
13.269865 2.601284
13.220394 2.577628
13.152875 2.554197
13.227817 2.585984
13.292050 2.614931
13.249351 2.590612
13.292195 2.634702
13.329288 2.648066
13.199853 2.603448
13.262200 2.595871
13.309766 2.628895
13.214849 2.630226
13.355145 2.689085
13.282238 2.612784
13.226442 2.598025
13.305344 2.614311
13.263145 2.602990
13.206641 2.573623
13.309320 2.625565
13.247601 2.585976
13.252213 2.621007
13.297961 2.588167
13.300325 2.660136
13.224663 2.589786
13.225381 2.594392
13.334350 2.638544
13.302949 2.600426
13.175434 2.615295
13.303850 2.625743
13.198780 2.577956
13.251710 2.605914
13.339130 2.660443
13.238756 2.570003
13.281982 2.599064
13.268511 2.633464
13.246923 2.585352
13.289975 2.627176
13.206704 2.573521
13.254792 2.595183
13.249791 2.589671
13.260010 2.603230
13.307886 2.644395
13.294181 2.612161
13.238745 2.589294
13.246296 2.599988
13.292126 2.617252
13.282859 2.621904
13.193780 2.563931
13.305480 2.615559
13.322463 2.644515
13.279112 2.608809
13.215265 2.595615
13.256663 2.578351
13.307717 2.618769
13.332900 2.642515
13.260351 2.599808
13.282055 2.651011
13.291818 2.624916
13.323442 2.634374
13.265997 2.607283
13.238372 2.566324
13.292749 2.631493
13.262164 2.632052
13.246983 2.595438
13.279424 2.595874
13.224022 2.586052
13.247343 2.593904
13.325120 2.638346
13.282897 2.621603
