No. Number M200 sigma200 R200 Sigma M_sigma Sigma_LoS
381.0 1.0 80.2049 106.8249 0.1511 0.0 0.0 0.0
382.0 1.0 84.9868 108.9072 0.1541 0.0 0.0 0.0
383.0 1.0 84.8781 108.8643 0.154 0.0 0.0 0.0
384.0 1.0 38.581 83.7005 0.1184 0.0 0.0 0.0
385.0 2.0 75.7491 104.809 0.1483 77.4258 41.3382 68.4621
386.0 1.0 85.4215 109.093 0.1543 0.0 0.0 0.0
387.0 1.0 79.7702 106.6326 0.1508 0.0 0.0 0.0
388.0 1.0 75.8578 104.8607 0.1483 0.0 0.0 0.0
389.0 1.0 83.6827 108.3494 0.1533 0.0 0.0 0.0
390.0 1.0 55.7522 94.6302 0.1339 0.0 0.0 0.0
391.0 1.0 73.9016 103.9519 0.147 0.0 0.0 0.0
392.0 1.0 84.7695 108.8152 0.1539 0.0 0.0 0.0
393.0 1.0 70.4239 102.2933 0.1447 0.0 0.0 0.0
394.0 1.0 56.1869 94.8761 0.1342 0.0 0.0 0.0
395.0 1.0 78.2487 105.9502 0.1499 0.0 0.0 0.0
396.0 1.0 77.488 105.6064 0.1494 0.0 0.0 0.0
397.0 1.0 59.3386 96.6184 0.1367 0.0 0.0 0.0
398.0 1.0 75.8578 104.8607 0.1483 0.0 0.0 0.0
399.0 1.0 47.9273 89.9774 0.1273 0.0 0.0 0.0
400.0 1.0 72.5974 103.3361 0.1462 0.0 0.0 0.0
401.0 1.0 93.5724 112.4598 0.1591 0.0 0.0 0.0
402.0 2.0 84.5521 108.7196 0.1538 118.512 100.4692 104.743
403.0 1.0 72.054 103.077 0.1458 0.0 0.0 0.0
404.0 1.0 78.4661 106.0492 0.15 0.0 0.0 0.0
405.0 1.0 84.0087 108.4867 0.1535 0.0 0.0 0.0
406.0 1.0 83.9 108.4427 0.1534 0.0 0.0 0.0
407.0 1.0 86.943 109.7385 0.1552 0.0 0.0 0.0
408.0 1.0 86.617 109.5997 0.155 0.0 0.0 0.0
409.0 1.0 78.5748 106.0962 0.1501 0.0 0.0 0.0
410.0 1.0 76.5099 105.1586 0.1488 0.0 0.0 0.0
411.0 1.0 81.7264 107.4966 0.1521 0.0 0.0 0.0
412.0 1.0 76.6185 105.2109 0.1488 0.0 0.0 0.0
413.0 1.0 47.1666 89.4984 0.1266 0.0 0.0 0.0
414.0 2.0 56.4043 94.9977 0.1344 61.1705 23.3868 17.7062
415.0 1.0 75.6404 104.7587 0.1482 0.0 0.0 0.0
416.0 2.0 72.3801 103.2317 0.146 105.1911 75.1538 33.7392
417.0 1.0 55.2088 94.3214 0.1334 0.0 0.0 0.0
418.0 1.0 76.1838 105.0124 0.1485 0.0 0.0 0.0
419.0 2.0 87.0517 109.784 0.1553 53.2626 20.4901 40.9105
420.0 1.0 77.1619 105.4566 0.1492 0.0 0.0 0.0
421.0 1.0 71.728 102.9207 0.1456 0.0 0.0 0.0
422.0 1.0 67.2722 100.7436 0.1425 0.0 0.0 0.0
423.0 1.0 66.6201 100.4188 0.142 0.0 0.0 0.0
424.0 1.0 66.2941 100.2552 0.1418 0.0 0.0 0.0
425.0 1.0 68.1416 101.1755 0.1431 0.0 0.0 0.0
426.0 1.0 62.3816 98.242 0.139 0.0 0.0 0.0
427.0 1.0 83.6827 108.3492 0.1533 0.0 0.0 0.0
428.0 1.0 64.4465 99.3142 0.1405 0.0 0.0 0.0
429.0 1.0 78.6834 106.1452 0.1501 0.0 0.0 0.0
430.0 1.0 67.9242 101.0694 0.143 0.0 0.0 0.0
431.0 2.0 67.3809 100.7981 0.1426 78.4115 40.7748 65.4307
432.0 1.0 51.9485 92.4261 0.1307 0.0 0.0 0.0
433.0 1.0 63.0337 98.5838 0.1394 0.0 0.0 0.0
434.0 2.0 62.925 98.5261 0.1394 87.819 49.9917 44.0236
435.0 1.0 78.4661 106.0486 0.15 0.0 0.0 0.0
436.0 2.0 69.3371 101.7654 0.1439 24.0145 3.8611 19.2333
437.0 1.0 72.3801 103.2347 0.146 0.0 0.0 0.0
438.0 1.0 73.1408 103.5929 0.1465 0.0 0.0 0.0
439.0 1.0 76.7272 105.2589 0.1489 0.0 0.0 0.0
440.0 1.0 33.5817 79.9187 0.113 0.0 0.0 0.0
441.0 1.0 65.5333 99.8677 0.1413 0.0 0.0 0.0
442.0 1.0 46.1885 88.8757 0.1257 0.0 0.0 0.0
443.0 1.0 70.9672 102.5538 0.1451 0.0 0.0 0.0
444.0 1.0 72.2714 103.1826 0.1459 0.0 0.0 0.0
445.0 1.0 66.6201 100.4178 0.142 0.0 0.0 0.0
446.0 1.0 72.7061 103.3851 0.1462 0.0 0.0 0.0
447.0 1.0 67.7069 100.9607 0.1428 0.0 0.0 0.0
448.0 2.0 82.2698 107.7327 0.1524 64.9229 29.8774 22.7245
449.0 1.0 62.925 98.526 0.1394 0.0 0.0 0.0
450.0 1.0 72.4888 103.2842 0.1461 0.0 0.0 0.0
451.0 1.0 37.9289 83.2262 0.1177 0.0 0.0 0.0
452.0 2.0 63.0337 98.5839 0.1394 25.5343 4.2287 13.1851
453.0 1.0 77.2706 105.5063 0.1492 0.0 0.0 0.0
454.0 2.0 51.079 91.908 0.13 31.7332 6.0893 15.83
455.0 2.0 74.6623 104.3042 0.1475 15.0956 1.5639 8.8973
456.0 1.0 72.8148 103.4409 0.1463 0.0 0.0 0.0
457.0 2.0 66.6201 100.4204 0.142 36.6335 8.8658 27.4197
458.0 2.0 65.4246 99.8144 0.1412 69.7118 31.913 27.1242
459.0 1.0 70.7499 102.4525 0.1449 0.0 0.0 0.0
460.0 1.0 76.0751 104.96 0.1485 0.0 0.0 0.0
461.0 1.0 43.7976 87.3153 0.1235 0.0 0.0 0.0
462.0 1.0 58.9039 96.3806 0.1363 0.0 0.0 0.0
463.0 1.0 69.8805 102.0317 0.1443 0.0 0.0 0.0
464.0 1.0 37.4942 82.9091 0.1173 0.0 0.0 0.0
465.0 1.0 57.3824 95.5435 0.1351 0.0 0.0 0.0
466.0 1.0 63.1424 98.6392 0.1395 0.0 0.0 0.0
467.0 1.0 70.2065 102.1885 0.1445 0.0 0.0 0.0
468.0 1.0 67.8156 101.0163 0.1429 0.0 0.0 0.0
469.0 1.0 33.3644 79.7462 0.1128 0.0 0.0 0.0
470.0 1.0 63.3597 98.7529 0.1397 0.0 0.0 0.0
471.0 1.0 69.2284 101.714 0.1439 0.0 0.0 0.0
472.0 2.0 64.2292 99.2027 0.1403 77.1586 38.8556 50.0934
473.0 1.0 66.2941 100.2547 0.1418 0.0 0.0 0.0
474.0 1.0 67.3809 100.7986 0.1426 0.0 0.0 0.0
475.0 1.0 59.7733 96.8527 0.137 0.0 0.0 0.0
476.0 1.0 56.1869 94.8765 0.1342 0.0 0.0 0.0
477.0 1.0 59.7733 96.8539 0.137 0.0 0.0 0.0
478.0 1.0 51.8398 92.3627 0.1306 0.0 0.0 0.0
479.0 1.0 61.6209 97.8394 0.1384 0.0 0.0 0.0
480.0 1.0 70.8586 102.504 0.145 0.0 0.0 0.0
481.0 1.0 55.2088 94.3231 0.1334 0.0 0.0 0.0
482.0 1.0 58.2518 96.0244 0.1358 0.0 0.0 0.0
483.0 1.0 67.0548 100.6358 0.1424 0.0 0.0 0.0
484.0 1.0 70.0978 102.1353 0.1445 0.0 0.0 0.0
485.0 1.0 62.3816 98.2437 0.139 0.0 0.0 0.0
486.0 1.0 64.7726 99.4799 0.1407 0.0 0.0 0.0
487.0 1.0 66.8375 100.5275 0.1422 0.0 0.0 0.0
488.0 1.0 60.8601 97.4357 0.1378 0.0 0.0 0.0
489.0 1.0 49.3402 90.8546 0.1285 0.0 0.0 0.0
490.0 1.0 55.7522 94.6309 0.1339 0.0 0.0 0.0
491.0 1.0 61.0775 97.5513 0.138 0.0 0.0 0.0
492.0 1.0 51.1877 91.9742 0.1301 0.0 0.0 0.0
493.0 1.0 62.599 98.3548 0.1391 0.0 0.0 0.0
494.0 1.0 57.7084 95.7243 0.1354 0.0 0.0 0.0
495.0 1.0 48.1447 90.1137 0.1275 0.0 0.0 0.0
496.0 1.0 60.6428 97.3181 0.1377 0.0 0.0 0.0
497.0 1.0 55.9696 94.7536 0.134 0.0 0.0 0.0
498.0 1.0 61.5122 97.7824 0.1383 0.0 0.0 0.0
499.0 1.0 47.384 89.6365 0.1268 0.0 0.0 0.0
500.0 1.0 63.3597 98.7516 0.1397 0.0 0.0 0.0
501.0 1.0 66.9461 100.5791 0.1423 0.0 0.0 0.0
502.0 2.0 68.2503 101.2318 0.1432 83.6474 46.5988 31.198
503.0 1.0 67.8156 101.0146 0.1429 0.0 0.0 0.0
504.0 1.0 56.4043 94.9987 0.1344 0.0 0.0 0.0
505.0 1.0 36.7334 82.3436 0.1165 0.0 0.0 0.0
506.0 1.0 63.1424 98.6376 0.1395 0.0 0.0 0.0
507.0 1.0 66.9461 100.5792 0.1423 0.0 0.0 0.0
508.0 1.0 62.7077 98.4133 0.1392 0.0 0.0 0.0
509.0 1.0 61.0775 97.5517 0.138 0.0 0.0 0.0
510.0 2.0 53.3613 93.2571 0.1319 40.2478 9.9391 8.5838
511.0 1.0 29.9953 76.9645 0.1089 0.0 0.0 0.0
512.0 1.0 65.7507 99.9802 0.1414 0.0 0.0 0.0
513.0 1.0 71.2933 102.7132 0.1453 0.0 0.0 0.0
514.0 1.0 37.0595 82.5877 0.1168 0.0 0.0 0.0
515.0 1.0 36.2987 82.0183 0.116 0.0 0.0 0.0
516.0 1.0 57.3824 95.5427 0.1352 0.0 0.0 0.0
517.0 1.0 63.6858 98.9237 0.1399 0.0 0.0 0.0
518.0 1.0 54.3394 93.8253 0.1327 0.0 0.0 0.0
519.0 1.0 51.7311 92.299 0.1306 0.0 0.0 0.0
520.0 1.0 34.7772 80.8559 0.1144 0.0 0.0 0.0
521.0 1.0 63.2511 98.6947 0.1396 0.0 0.0 0.0
522.0 1.0 33.3644 79.7441 0.1128 0.0 0.0 0.0
523.0 2.0 59.2299 96.5605 0.1366 26.4864 4.4564 18.9572
524.0 1.0 57.3824 95.5439 0.1351 0.0 0.0 0.0
525.0 1.0 46.4058 89.0147 0.1259 0.0 0.0 0.0
526.0 1.0 42.8194 86.6617 0.1226 0.0 0.0 0.0
527.0 1.0 55.1001 94.26 0.1333 0.0 0.0 0.0
528.0 1.0 57.5998 95.6641 0.1353 0.0 0.0 0.0
529.0 1.0 64.4465 99.3121 0.1405 0.0 0.0 0.0
530.0 1.0 60.5341 97.2636 0.1376 0.0 0.0 0.0
531.0 1.0 58.1432 95.9637 0.1357 0.0 0.0 0.0
532.0 1.0 41.5153 85.7728 0.1213 0.0 0.0 0.0
533.0 1.0 63.3597 98.7542 0.1397 0.0 0.0 0.0
534.0 1.0 50.5356 91.5816 0.1295 0.0 0.0 0.0
535.0 1.0 59.7733 96.855 0.137 0.0 0.0 0.0
536.0 1.0 60.3167 97.1476 0.1374 0.0 0.0 0.0
537.0 1.0 54.5568 93.9485 0.1329 0.0 0.0 0.0
538.0 1.0 59.6647 96.7928 0.1369 0.0 0.0 0.0
539.0 1.0 34.3425 80.5167 0.1139 0.0 0.0 0.0
540.0 1.0 52.4919 92.7479 0.1312 0.0 0.0 0.0
541.0 1.0 49.5575 90.9879 0.1287 0.0 0.0 0.0
542.0 1.0 57.3824 95.542 0.1352 0.0 0.0 0.0
543.0 1.0 43.1455 86.8812 0.1229 0.0 0.0 0.0
544.0 1.0 61.1862 97.6122 0.1381 0.0 0.0 0.0
545.0 2.0 28.1478 75.3511 0.1066 119.2231 70.4672 51.5989
546.0 1.0 54.2307 93.7606 0.1326 0.0 0.0 0.0
547.0 1.0 62.4903 98.3001 0.139 0.0 0.0 0.0
548.0 1.0 58.0345 95.9067 0.1357 0.0 0.0 0.0
549.0 1.0 59.7733 96.8517 0.137 0.0 0.0 0.0
550.0 1.0 53.796 93.5094 0.1323 0.0 0.0 0.0
551.0 1.0 57.165 95.4235 0.135 0.0 0.0 0.0
552.0 1.0 55.8609 94.6939 0.1339 0.0 0.0 0.0
553.0 2.0 56.2956 94.9361 0.1343 104.3419 68.0033 38.1889
554.0 1.0 50.9704 91.8435 0.1299 0.0 0.0 0.0
555.0 1.0 62.0556 98.0721 0.1387 0.0 0.0 0.0
556.0 1.0 58.9039 96.3801 0.1363 0.0 0.0 0.0
557.0 1.0 58.7952 96.3239 0.1362 0.0 0.0 0.0
558.0 1.0 48.3621 90.2485 0.1277 0.0 0.0 0.0
559.0 1.0 42.3847 86.3658 0.1222 0.0 0.0 0.0
560.0 1.0 30.2127 77.1497 0.1091 0.0 0.0 0.0
561.0 2.0 48.1447 90.1133 0.1275 209.2193 259.522 62.0068
562.0 1.0 59.0126 96.4414 0.1364 0.0 0.0 0.0
563.0 1.0 54.122 93.7009 0.1325 0.0 0.0 0.0
564.0 1.0 44.1236 87.5309 0.1238 0.0 0.0 0.0
565.0 1.0 57.8171 95.7829 0.1355 0.0 0.0 0.0
566.0 1.0 52.0571 92.4909 0.1308 0.0 0.0 0.0
567.0 1.0 60.7514 97.3774 0.1377 0.0 0.0 0.0
568.0 1.0 56.2956 94.9351 0.1343 0.0 0.0 0.0
569.0 1.0 47.4926 89.7063 0.1269 0.0 0.0 0.0
570.0 1.0 28.7999 75.9297 0.1074 0.0 0.0 0.0
571.0 1.0 44.667 87.8897 0.1243 0.0 0.0 0.0
572.0 1.0 52.0571 92.4916 0.1308 0.0 0.0 0.0
573.0 1.0 35.1032 81.1077 0.1147 0.0 0.0 0.0
574.0 1.0 49.9922 91.2531 0.1291 0.0 0.0 0.0
575.0 1.0 57.0564 95.3632 0.1349 0.0 0.0 0.0
576.0 1.0 55.2088 94.3236 0.1334 0.0 0.0 0.0
577.0 1.0 39.6678 84.4793 0.1195 0.0 0.0 0.0
578.0 1.0 57.165 95.4231 0.135 0.0 0.0 0.0
579.0 1.0 48.1447 90.1151 0.1275 0.0 0.0 0.0
580.0 1.0 56.839 95.243 0.1347 0.0 0.0 0.0
581.0 1.0 58.2518 96.0222 0.1358 0.0 0.0 0.0
582.0 1.0 59.4473 96.6775 0.1367 0.0 0.0 0.0
583.0 1.0 53.796 93.5082 0.1323 0.0 0.0 0.0
584.0 1.0 57.4911 95.6054 0.1352 0.0 0.0 0.0
585.0 1.0 51.7311 92.2986 0.1306 0.0 0.0 0.0
586.0 1.0 50.9704 91.8432 0.1299 0.0 0.0 0.0
587.0 1.0 48.036 90.0463 0.1274 0.0 0.0 0.0
588.0 1.0 48.1447 90.1148 0.1275 0.0 0.0 0.0
589.0 1.0 27.6044 74.8624 0.1059 0.0 0.0 0.0
590.0 2.0 53.47 93.322 0.132 56.8894 19.8703 50.9008
591.0 1.0 35.7553 81.6059 0.1154 0.0 0.0 0.0
592.0 1.0 57.8171 95.7856 0.1355 0.0 0.0 0.0
593.0 2.0 52.3832 92.6846 0.1311 113.9462 79.1728 83.6527
594.0 1.0 51.9485 92.4276 0.1307 0.0 0.0 0.0
595.0 1.0 59.3386 96.6189 0.1367 0.0 0.0 0.0
596.0 1.0 51.9485 92.4255 0.1307 0.0 0.0 0.0
597.0 1.0 54.6654 94.0124 0.133 0.0 0.0 0.0
598.0 2.0 51.8398 92.3614 0.1307 80.7177 39.5931 19.1883
599.0 1.0 50.6443 91.6495 0.1296 0.0 0.0 0.0
600.0 1.0 53.796 93.5122 0.1323 0.0 0.0 0.0
601.0 1.0 38.2549 83.4655 0.1181 0.0 0.0 0.0
602.0 2.0 41.624 85.8467 0.1214 78.5644 34.8617 50.9302
603.0 1.0 40.2112 84.8652 0.12 0.0 0.0 0.0
604.0 1.0 54.4481 93.8887 0.1328 0.0 0.0 0.0
605.0 1.0 48.7968 90.5186 0.128 0.0 0.0 0.0
606.0 1.0 58.6865 96.2609 0.1362 0.0 0.0 0.0
607.0 1.0 54.6654 94.0125 0.133 0.0 0.0 0.0
608.0 1.0 56.7303 95.1824 0.1346 0.0 0.0 0.0
609.0 1.0 57.9258 95.8422 0.1356 0.0 0.0 0.0
610.0 1.0 41.2979 85.6223 0.1211 0.0 0.0 0.0
611.0 1.0 42.9281 86.7345 0.1227 0.0 0.0 0.0
612.0 2.0 53.47 93.3224 0.132 88.5493 48.1403 76.049
613.0 1.0 49.8836 91.1878 0.129 0.0 0.0 0.0
614.0 1.0 43.2542 86.9529 0.123 0.0 0.0 0.0
615.0 1.0 47.8187 89.9099 0.1272 0.0 0.0 0.0
616.0 1.0 42.8194 86.6611 0.1226 0.0 0.0 0.0
617.0 1.0 45.5364 88.4558 0.1251 0.0 0.0 0.0
618.0 1.0 46.7319 89.2239 0.1262 0.0 0.0 0.0
619.0 1.0 39.3417 84.2493 0.1192 0.0 0.0 0.0
620.0 1.0 48.036 90.0456 0.1274 0.0 0.0 0.0
621.0 2.0 30.7561 77.6114 0.1098 71.4122 26.039 23.356
622.0 1.0 52.9266 93.0039 0.1316 0.0 0.0 0.0
623.0 1.0 28.9086 76.0252 0.1075 0.0 0.0 0.0
624.0 1.0 37.8202 83.1482 0.1176 0.0 0.0 0.0
625.0 1.0 42.0587 86.1445 0.1219 0.0 0.0 0.0
626.0 1.0 46.8406 89.293 0.1263 0.0 0.0 0.0
627.0 1.0 45.2104 88.2456 0.1248 0.0 0.0 0.0
628.0 1.0 31.8429 78.5129 0.1111 0.0 0.0 0.0
629.0 1.0 42.3847 86.366 0.1222 0.0 0.0 0.0
630.0 1.0 40.3198 84.9414 0.1201 0.0 0.0 0.0
631.0 1.0 53.3613 93.2591 0.1319 0.0 0.0 0.0
632.0 2.0 45.9711 88.7371 0.1255 15.1378 1.3378 8.8414
633.0 1.0 39.3417 84.2484 0.1192 0.0 0.0 0.0
634.0 1.0 36.5161 82.1807 0.1162 0.0 0.0 0.0
635.0 1.0 52.1658 92.5559 0.1309 0.0 0.0 0.0
636.0 1.0 47.2753 89.5692 0.1267 0.0 0.0 0.0
637.0 1.0 32.3863 78.9585 0.1117 0.0 0.0 0.0
638.0 1.0 45.2104 88.2439 0.1248 0.0 0.0 0.0
639.0 1.0 54.4481 93.8857 0.1328 0.0 0.0 0.0
640.0 1.0 42.1674 86.2198 0.122 0.0 0.0 0.0
641.0 2.0 40.5372 85.0934 0.1204 37.7078 7.9602 20.1895
642.0 1.0 40.8632 85.3214 0.1207 0.0 0.0 0.0
643.0 1.0 36.7334 82.3429 0.1165 0.0 0.0 0.0
644.0 1.0 49.6662 91.0524 0.1288 0.0 0.0 0.0
645.0 1.0 38.0376 83.3065 0.1178 0.0 0.0 0.0
646.0 1.0 51.2964 92.0404 0.1302 0.0 0.0 0.0
647.0 1.0 26.8437 74.1685 0.1049 0.0 0.0 0.0
648.0 1.0 48.4707 90.3167 0.1278 0.0 0.0 0.0
649.0 1.0 47.6013 89.7716 0.127 0.0 0.0 0.0
650.0 1.0 32.821 79.3088 0.1122 0.0 0.0 0.0
651.0 1.0 42.0587 86.1442 0.1219 0.0 0.0 0.0
652.0 1.0 42.9281 86.7348 0.1227 0.0 0.0 0.0
653.0 1.0 39.6678 84.4798 0.1195 0.0 0.0 0.0
654.0 1.0 45.7538 88.5971 0.1253 0.0 0.0 0.0
655.0 1.0 41.8413 85.9962 0.1216 0.0 0.0 0.0
656.0 1.0 44.8843 88.0326 0.1245 0.0 0.0 0.0
657.0 2.0 30.5387 77.4261 0.1095 64.8059 21.3946 17.9115
658.0 2.0 42.9281 86.7342 0.1227 72.0673 29.6372 31.0775
659.0 2.0 44.3409 87.6752 0.124 54.6341 17.2179 29.9679
660.0 1.0 33.7991 80.0891 0.1133 0.0 0.0 0.0
661.0 1.0 43.1455 86.8797 0.1229 0.0 0.0 0.0
662.0 1.0 38.2549 83.4647 0.1181 0.0 0.0 0.0
663.0 1.0 40.9719 85.3963 0.1208 0.0 0.0 0.0
664.0 2.0 42.6021 86.5149 0.1224 81.8224 38.106 69.1149
665.0 1.0 26.5176 73.8684 0.1045 0.0 0.0 0.0
666.0 1.0 28.9086 76.0231 0.1075 0.0 0.0 0.0
667.0 1.0 33.147 79.5713 0.1126 0.0 0.0 0.0
668.0 1.0 22.2792 69.702 0.0986 0.0 0.0 0.0
669.0 1.0 49.9922 91.2519 0.1291 0.0 0.0 0.0
670.0 1.0 34.7772 80.8555 0.1144 0.0 0.0 0.0
671.0 1.0 32.821 79.3104 0.1122 0.0 0.0 0.0
672.0 1.0 38.3636 83.5447 0.1182 0.0 0.0 0.0
673.0 1.0 45.6451 88.5267 0.1252 0.0 0.0 0.0
674.0 1.0 44.0149 87.4591 0.1237 0.0 0.0 0.0
675.0 2.0 38.907 83.9375 0.1187 64.9513 23.2966 19.6053
676.0 1.0 44.3409 87.6743 0.124 0.0 0.0 0.0
677.0 2.0 54.2307 93.7608 0.1326 20.9752 2.714 11.3234
678.0 1.0 21.8444 69.2453 0.0979 0.0 0.0 0.0
679.0 1.0 18.9101 65.9936 0.0934 0.0 0.0 0.0
680.0 1.0 27.1697 74.4683 0.1053 0.0 0.0 0.0
681.0 1.0 50.1009 91.317 0.1292 0.0 0.0 0.0
682.0 1.0 46.8406 89.2915 0.1263 0.0 0.0 0.0
683.0 1.0 44.2323 87.6019 0.1239 0.0 0.0 0.0
684.0 1.0 48.6881 90.454 0.1279 0.0 0.0 0.0
685.0 1.0 44.667 87.8895 0.1243 0.0 0.0 0.0
686.0 1.0 49.1228 90.7218 0.1283 0.0 0.0 0.0
687.0 2.0 47.384 89.6387 0.1268 83.7567 41.3693 26.0208
688.0 2.0 46.0798 88.8066 0.1256 74.7049 32.6076 58.2874
689.0 1.0 43.1455 86.8791 0.1229 0.0 0.0 0.0
690.0 1.0 31.1908 77.9742 0.1103 0.0 0.0 0.0
691.0 1.0 48.3621 90.2508 0.1277 0.0 0.0 0.0
692.0 1.0 25.1048 72.5313 0.1026 0.0 0.0 0.0
693.0 1.0 45.6451 88.5286 0.1252 0.0 0.0 0.0
694.0 1.0 47.71 89.8398 0.1271 0.0 0.0 0.0
695.0 1.0 40.6459 85.1684 0.1205 0.0 0.0 0.0
696.0 1.0 41.95 86.07 0.1217 0.0 0.0 0.0
697.0 1.0 44.667 87.8899 0.1243 0.0 0.0 0.0
698.0 1.0 42.6021 86.5124 0.1224 0.0 0.0 0.0
699.0 1.0 39.1244 84.0919 0.119 0.0 0.0 0.0
700.0 1.0 41.4066 85.6962 0.1212 0.0 0.0 0.0
701.0 1.0 49.8836 91.1859 0.129 0.0 0.0 0.0
702.0 1.0 42.3847 86.3682 0.1222 0.0 0.0 0.0
703.0 1.0 42.9281 86.7343 0.1227 0.0 0.0 0.0
704.0 1.0 50.753 91.7137 0.1297 0.0 0.0 0.0
705.0 1.0 40.7545 85.2452 0.1206 0.0 0.0 0.0
706.0 1.0 46.8406 89.2919 0.1263 0.0 0.0 0.0
707.0 1.0 40.6459 85.1684 0.1205 0.0 0.0 0.0
708.0 1.0 35.3206 81.2738 0.115 0.0 0.0 0.0
709.0 1.0 43.1455 86.8818 0.1229 0.0 0.0 0.0
710.0 1.0 41.4066 85.6978 0.1212 0.0 0.0 0.0
711.0 1.0 44.0149 87.4589 0.1237 0.0 0.0 0.0
712.0 1.0 39.0157 84.0154 0.1188 0.0 0.0 0.0
713.0 1.0 33.9078 80.1748 0.1134 0.0 0.0 0.0
714.0 1.0 34.6685 80.7718 0.1142 0.0 0.0 0.0
715.0 1.0 25.5395 72.9488 0.1032 0.0 0.0 0.0
716.0 1.0 43.4715 87.1004 0.1232 0.0 0.0 0.0
717.0 1.0 22.1705 69.5886 0.0984 0.0 0.0 0.0
718.0 2.0 42.3847 86.3683 0.1222 14.5914 1.2097 4.3055
719.0 1.0 33.3644 79.7449 0.1128 0.0 0.0 0.0
720.0 1.0 25.1048 72.5316 0.1026 0.0 0.0 0.0
721.0 1.0 44.3409 87.6769 0.124 0.0 0.0 0.0
722.0 1.0 21.301 68.6668 0.0971 0.0 0.0 0.0
723.0 1.0 41.1893 85.545 0.121 0.0 0.0 0.0
724.0 2.0 47.0579 89.429 0.1265 26.6556 4.1807 13.1847
725.0 1.0 46.2972 88.9455 0.1258 0.0 0.0 0.0
726.0 1.0 40.5372 85.094 0.1204 0.0 0.0 0.0
727.0 1.0 43.9062 87.3866 0.1236 0.0 0.0 0.0
728.0 1.0 42.2761 86.2925 0.1221 0.0 0.0 0.0
729.0 1.0 42.7108 86.5859 0.1225 0.0 0.0 0.0
730.0 1.0 19.6709 66.8679 0.0946 0.0 0.0 0.0
731.0 1.0 34.9946 81.0225 0.1146 0.0 0.0 0.0
732.0 1.0 33.6904 80.0045 0.1132 0.0 0.0 0.0
733.0 1.0 36.8421 82.4241 0.1166 0.0 0.0 0.0
734.0 2.0 35.3206 81.275 0.115 37.5481 7.5386 8.8669
735.0 1.0 45.7538 88.5979 0.1253 0.0 0.0 0.0
736.0 1.0 43.5802 87.1705 0.1233 0.0 0.0 0.0
737.0 1.0 33.5817 79.9172 0.113 0.0 0.0 0.0
738.0 1.0 37.8202 83.1481 0.1176 0.0 0.0 0.0
739.0 1.0 37.9289 83.2273 0.1177 0.0 0.0 0.0
740.0 1.0 31.7342 78.4251 0.1109 0.0 0.0 0.0
741.0 1.0 31.8429 78.515 0.1111 0.0 0.0 0.0
742.0 1.0 32.0602 78.6917 0.1113 0.0 0.0 0.0
743.0 1.0 31.5168 78.2447 0.1107 0.0 0.0 0.0
744.0 1.0 40.5372 85.0921 0.1204 0.0 0.0 0.0
745.0 1.0 41.4066 85.6988 0.1212 0.0 0.0 0.0
746.0 1.0 38.3636 83.5434 0.1182 0.0 0.0 0.0
747.0 1.0 30.7561 77.6111 0.1098 0.0 0.0 0.0
748.0 1.0 15.5411 61.8162 0.0874 0.0 0.0 0.0
749.0 1.0 36.4074 82.1 0.1161 0.0 0.0 0.0
750.0 1.0 40.1025 84.7881 0.1199 0.0 0.0 0.0
751.0 2.0 40.6459 85.1708 0.1205 43.3466 10.528 35.6526
752.0 1.0 38.6896 83.7801 0.1185 0.0 0.0 0.0
753.0 1.0 39.9938 84.7116 0.1198 0.0 0.0 0.0
754.0 1.0 43.6889 87.2415 0.1234 0.0 0.0 0.0
755.0 1.0 40.2112 84.8658 0.12 0.0 0.0 0.0
756.0 1.0 32.9297 79.3981 0.1123 0.0 0.0 0.0
757.0 1.0 29.9953 76.9654 0.1089 0.0 0.0 0.0
758.0 1.0 22.8225 70.2633 0.0994 0.0 0.0 0.0
759.0 1.0 37.0595 82.5868 0.1168 0.0 0.0 0.0
760.0 1.0 26.4089 73.7674 0.1043 0.0 0.0 0.0
761.0 1.0 39.7764 84.5591 0.1196 0.0 0.0 0.0
762.0 1.0 38.1463 83.386 0.118 0.0 0.0 0.0
763.0 1.0 39.0157 84.0144 0.1188 0.0 0.0 0.0
764.0 1.0 41.7327 85.9234 0.1215 0.0 0.0 0.0
765.0 1.0 34.9946 81.0235 0.1146 0.0 0.0 0.0
766.0 1.0 25.8656 73.2571 0.1036 0.0 0.0 0.0
767.0 1.0 44.1236 87.5328 0.1238 0.0 0.0 0.0
768.0 1.0 38.581 83.7013 0.1184 0.0 0.0 0.0
769.0 1.0 38.4723 83.6219 0.1183 0.0 0.0 0.0
770.0 1.0 34.5599 80.6874 0.1141 0.0 0.0 0.0
771.0 2.0 37.8202 83.1472 0.1176 47.5119 12.3491 21.4964
772.0 1.0 33.5817 79.9187 0.113 0.0 0.0 0.0
773.0 1.0 32.7123 79.2215 0.1121 0.0 0.0 0.0
774.0 1.0 38.7983 83.8576 0.1186 0.0 0.0 0.0
775.0 1.0 38.3636 83.5445 0.1182 0.0 0.0 0.0
776.0 2.0 36.7334 82.3433 0.1165 76.5325 31.7319 21.6072
777.0 1.0 42.9281 86.7344 0.1227 0.0 0.0 0.0
778.0 1.0 34.3425 80.517 0.1139 0.0 0.0 0.0
779.0 1.0 34.8859 80.9393 0.1145 0.0 0.0 0.0
