No. Number M200 sigma200 R200 Sigma M_sigma Sigma_LoS
2102.0 0.0 14.02 59.73 0.0845 nan nan nan
2103.0 0.0 13.58 59.11 0.0836 nan nan nan
2104.0 0.0 13.48 58.95 0.0834 nan nan nan
2105.0 1.0 11.85 56.47 0.0799 0.0 0.0 0.0
2106.0 0.0 12.72 57.82 0.0818 nan nan nan
2107.0 0.0 12.39 57.32 0.0811 nan nan nan
2108.0 0.0 12.82 57.98 0.082 nan nan nan
2109.0 0.0 11.74 56.29 0.0796 nan nan nan
2110.0 0.0 11.41 55.77 0.0789 nan nan nan
2111.0 0.0 11.3 55.59 0.0786 nan nan nan
2112.0 0.0 5.54 43.84 0.062 nan nan nan
2113.0 0.0 7.93 49.4 0.0699 nan nan nan
2114.0 0.0 13.48 58.95 0.0834 nan nan nan
2115.0 0.0 12.28 57.15 0.0808 nan nan nan
2116.0 0.0 13.26 58.63 0.0829 nan nan nan
2117.0 0.0 9.46 52.38 0.0741 nan nan nan
2118.0 0.0 11.95 56.64 0.0801 nan nan nan
2119.0 0.0 13.04 58.31 0.0825 nan nan nan
2120.0 0.0 14.24 60.04 0.0849 nan nan nan
2121.0 0.0 13.58 59.11 0.0836 nan nan nan
2122.0 0.0 12.28 57.15 0.0808 nan nan nan
2123.0 0.0 5.22 42.96 0.0608 nan nan nan
2124.0 0.0 9.56 52.58 0.0744 nan nan nan
2125.0 0.0 13.69 59.26 0.0838 nan nan nan
2126.0 0.0 13.48 58.95 0.0834 nan nan nan
2127.0 0.0 12.93 58.14 0.0823 nan nan nan
2128.0 0.0 10.54 54.31 0.0768 nan nan nan
2129.0 0.0 14.13 59.88 0.0847 nan nan nan
2130.0 0.0 13.91 59.57 0.0843 nan nan nan
2131.0 0.0 9.78 52.97 0.0749 nan nan nan
2132.0 0.0 6.96 47.28 0.0669 nan nan nan
2133.0 0.0 12.39 57.32 0.0811 nan nan nan
2134.0 0.0 9.67 52.78 0.0747 nan nan nan
2135.0 0.0 10.43 54.13 0.0766 nan nan nan
2136.0 1.0 13.26 58.63 0.0829 0.0 0.0 0.0
2137.0 0.0 5.65 44.12 0.0624 nan nan nan
2138.0 0.0 13.69 59.26 0.0838 nan nan nan
2139.0 0.0 13.37 58.79 0.0832 nan nan nan
2140.0 0.0 12.72 57.82 0.0818 nan nan nan
2141.0 0.0 15.22 61.38 0.0868 nan nan nan
2142.0 0.0 11.19 55.41 0.0784 nan nan nan
2143.0 0.0 11.74 56.29 0.0796 nan nan nan
2144.0 0.0 12.72 57.82 0.0818 nan nan nan
2145.0 1.0 13.37 58.79 0.0832 0.0 0.0 0.0
2146.0 0.0 10.76 54.68 0.0774 nan nan nan
2147.0 0.0 12.28 57.15 0.0808 nan nan nan
2148.0 1.0 11.19 55.41 0.0784 0.0 0.0 0.0
2149.0 0.0 11.52 55.94 0.0791 nan nan nan
2150.0 0.0 12.93 58.15 0.0822 nan nan nan
2151.0 0.0 13.58 59.11 0.0836 nan nan nan
2152.0 0.0 8.04 49.63 0.0702 nan nan nan
2153.0 0.0 12.28 57.15 0.0808 nan nan nan
2154.0 0.0 12.61 57.65 0.0815 nan nan nan
2155.0 0.0 13.48 58.95 0.0834 nan nan nan
2156.0 0.0 10.65 54.5 0.0771 nan nan nan
2157.0 0.0 12.5 57.49 0.0813 nan nan nan
2158.0 0.0 12.93 58.15 0.0822 nan nan nan
2159.0 0.0 8.26 50.07 0.0708 nan nan nan
2160.0 0.0 14.35 60.19 0.0851 nan nan nan
2161.0 0.0 11.85 56.47 0.0799 nan nan nan
2162.0 1.0 6.41 46.02 0.0651 0.0 0.0 0.0
2163.0 0.0 12.61 57.65 0.0815 nan nan nan
2164.0 1.0 10.22 53.75 0.076 0.0 0.0 0.0
2165.0 0.0 12.17 56.98 0.0806 nan nan nan
2166.0 0.0 3.91 39.03 0.0552 nan nan nan
2167.0 0.0 11.3 55.59 0.0786 nan nan nan
2168.0 0.0 11.09 55.23 0.0781 nan nan nan
2169.0 0.0 12.93 58.15 0.0822 nan nan nan
2170.0 0.0 11.95 56.64 0.0801 nan nan nan
2171.0 0.0 13.15 58.47 0.0827 nan nan nan
2172.0 0.0 6.41 46.02 0.0651 nan nan nan
2173.0 0.0 10.76 54.69 0.0774 nan nan nan
2174.0 0.0 10.54 54.31 0.0768 nan nan nan
2175.0 0.0 13.69 59.26 0.0838 nan nan nan
2176.0 0.0 9.24 51.98 0.0735 nan nan nan
2177.0 1.0 9.02 51.56 0.0729 0.0 0.0 0.0
2178.0 0.0 14.89 60.94 0.0862 nan nan nan
2179.0 0.0 12.28 57.15 0.0808 nan nan nan
2180.0 0.0 14.35 60.19 0.0851 nan nan nan
2181.0 0.0 5.22 42.96 0.0608 nan nan nan
2182.0 0.0 13.69 59.26 0.0838 nan nan nan
2183.0 0.0 10.43 54.13 0.0766 nan nan nan
2184.0 0.0 8.26 50.07 0.0708 nan nan nan
2185.0 0.0 11.85 56.47 0.0799 nan nan nan
2186.0 0.0 10.11 53.56 0.0758 nan nan nan
2187.0 0.0 13.26 58.63 0.0829 nan nan nan
2188.0 0.0 2.28 32.61 0.0461 nan nan nan
2189.0 0.0 11.95 56.64 0.0801 nan nan nan
2190.0 0.0 10.32 53.94 0.0763 nan nan nan
2191.0 0.0 10.76 54.69 0.0774 nan nan nan
2192.0 0.0 13.26 58.63 0.0829 nan nan nan
2193.0 0.0 12.28 57.15 0.0808 nan nan nan
2194.0 0.0 12.93 58.14 0.0822 nan nan nan
2195.0 0.0 12.39 57.32 0.0811 nan nan nan
2196.0 0.0 11.41 55.77 0.0789 nan nan nan
2197.0 0.0 10.11 53.56 0.0758 nan nan nan
2198.0 0.0 12.28 57.15 0.0808 nan nan nan
2199.0 0.0 9.89 53.17 0.0752 nan nan nan
2200.0 0.0 13.37 58.79 0.0832 nan nan nan
2201.0 0.0 10.0 53.37 0.0755 nan nan nan
2202.0 0.0 11.95 56.64 0.0801 nan nan nan
2203.0 0.0 12.06 56.81 0.0804 nan nan nan
2204.0 0.0 10.32 53.94 0.0763 nan nan nan
2205.0 0.0 14.13 59.88 0.0847 nan nan nan
2206.0 0.0 11.74 56.29 0.0796 nan nan nan
2207.0 0.0 5.43 43.55 0.0616 nan nan nan
2208.0 0.0 13.15 58.47 0.0827 nan nan nan
2209.0 0.0 11.52 55.94 0.0791 nan nan nan
2210.0 0.0 12.5 57.49 0.0813 nan nan nan
2211.0 0.0 13.37 58.79 0.0832 nan nan nan
2212.0 0.0 12.61 57.65 0.0815 nan nan nan
2213.0 0.0 9.78 52.98 0.0749 nan nan nan
2214.0 0.0 10.22 53.75 0.076 nan nan nan
2215.0 0.0 13.48 58.95 0.0834 nan nan nan
2216.0 0.0 6.85 47.04 0.0665 nan nan nan
2217.0 0.0 13.8 59.42 0.084 nan nan nan
2218.0 0.0 7.82 49.18 0.0696 nan nan nan
2219.0 0.0 11.74 56.29 0.0796 nan nan nan
2220.0 1.0 12.39 57.32 0.0811 0.0 0.0 0.0
2221.0 0.0 7.39 48.25 0.0682 nan nan nan
2222.0 0.0 14.13 59.88 0.0847 nan nan nan
2223.0 0.0 5.76 44.4 0.0628 nan nan nan
2224.0 0.0 13.48 58.95 0.0834 nan nan nan
2225.0 0.0 9.35 52.18 0.0738 nan nan nan
2226.0 0.0 9.02 51.56 0.0729 nan nan nan
2227.0 0.0 10.98 55.05 0.0779 nan nan nan
2228.0 0.0 11.19 55.41 0.0784 nan nan nan
2229.0 0.0 6.41 46.02 0.0651 nan nan nan
2230.0 0.0 9.02 51.56 0.0729 nan nan nan
2231.0 0.0 11.52 55.94 0.0791 nan nan nan
2232.0 0.0 7.82 49.18 0.0696 nan nan nan
2233.0 0.0 9.02 51.56 0.0729 nan nan nan
2234.0 0.0 11.63 56.12 0.0794 nan nan nan
2235.0 0.0 13.15 58.47 0.0827 nan nan nan
2236.0 0.0 9.78 52.97 0.0749 nan nan nan
2237.0 0.0 11.09 55.23 0.0781 nan nan nan
2238.0 0.0 12.61 57.65 0.0815 nan nan nan
2239.0 0.0 13.37 58.79 0.0832 nan nan nan
2240.0 0.0 10.98 55.05 0.0779 nan nan nan
2241.0 0.0 10.54 54.31 0.0768 nan nan nan
2242.0 0.0 11.74 56.29 0.0796 nan nan nan
2243.0 0.0 14.24 60.04 0.0849 nan nan nan
2244.0 0.0 12.28 57.15 0.0808 nan nan nan
2245.0 0.0 12.39 57.32 0.0811 nan nan nan
2246.0 0.0 7.82 49.18 0.0696 nan nan nan
2247.0 0.0 10.22 53.75 0.076 nan nan nan
2248.0 0.0 12.61 57.65 0.0816 nan nan nan
2249.0 0.0 12.5 57.49 0.0813 nan nan nan
2250.0 0.0 10.98 55.05 0.0779 nan nan nan
2251.0 0.0 11.95 56.64 0.0801 nan nan nan
2252.0 0.0 11.3 55.59 0.0786 nan nan nan
2253.0 0.0 14.35 60.19 0.0851 nan nan nan
2254.0 0.0 12.82 57.98 0.082 nan nan nan
2255.0 0.0 10.22 53.75 0.076 nan nan nan
2256.0 0.0 12.39 57.32 0.0811 nan nan nan
2257.0 0.0 11.95 56.64 0.0801 nan nan nan
2258.0 0.0 12.06 56.81 0.0804 nan nan nan
2259.0 0.0 13.15 58.47 0.0827 nan nan nan
2260.0 0.0 10.98 55.05 0.0779 nan nan nan
2261.0 0.0 12.61 57.65 0.0816 nan nan nan
2262.0 0.0 10.98 55.05 0.0779 nan nan nan
2263.0 0.0 12.61 57.65 0.0815 nan nan nan
2264.0 0.0 9.67 52.78 0.0747 nan nan nan
2265.0 0.0 10.22 53.75 0.076 nan nan nan
2266.0 0.0 11.3 55.59 0.0786 nan nan nan
2267.0 0.0 10.65 54.5 0.0771 nan nan nan
2268.0 0.0 7.5 48.49 0.0686 nan nan nan
2269.0 0.0 12.28 57.15 0.0808 nan nan nan
2270.0 0.0 6.74 46.79 0.0662 nan nan nan
2271.0 0.0 12.72 57.82 0.0818 nan nan nan
2272.0 0.0 12.5 57.49 0.0813 nan nan nan
2273.0 0.0 10.87 54.87 0.0776 nan nan nan
2274.0 0.0 12.61 57.65 0.0815 nan nan nan
2275.0 0.0 9.78 52.97 0.0749 nan nan nan
2276.0 0.0 13.26 58.63 0.0829 nan nan nan
2277.0 0.0 8.48 50.51 0.0714 nan nan nan
2278.0 0.0 9.78 52.97 0.0749 nan nan nan
2279.0 0.0 13.15 58.47 0.0827 nan nan nan
2280.0 0.0 12.5 57.49 0.0813 nan nan nan
2281.0 0.0 12.72 57.82 0.0818 nan nan nan
2282.0 0.0 11.3 55.59 0.0786 nan nan nan
2283.0 0.0 8.8 51.15 0.0723 nan nan nan
2284.0 0.0 10.11 53.56 0.0758 nan nan nan
2285.0 0.0 13.04 58.31 0.0825 nan nan nan
2286.0 0.0 11.85 56.47 0.0799 nan nan nan
2287.0 0.0 10.22 53.75 0.076 nan nan nan
2288.0 0.0 10.76 54.69 0.0774 nan nan nan
2289.0 0.0 12.06 56.81 0.0804 nan nan nan
2290.0 0.0 10.22 53.75 0.076 nan nan nan
2291.0 0.0 12.17 56.98 0.0806 nan nan nan
2292.0 0.0 9.13 51.77 0.0732 nan nan nan
2293.0 0.0 10.43 54.13 0.0766 nan nan nan
2294.0 0.0 11.63 56.12 0.0794 nan nan nan
2295.0 1.0 12.06 56.81 0.0804 0.0 0.0 0.0
2296.0 0.0 11.3 55.59 0.0786 nan nan nan
2297.0 0.0 12.39 57.32 0.0811 nan nan nan
2298.0 0.0 11.41 55.77 0.0789 nan nan nan
2299.0 1.0 9.56 52.58 0.0744 0.0 0.0 0.0
2300.0 0.0 7.28 48.01 0.0679 nan nan nan
2301.0 0.0 7.93 49.4 0.0699 nan nan nan
2302.0 0.0 12.06 56.81 0.0804 nan nan nan
2303.0 0.0 5.76 44.4 0.0628 nan nan nan
2304.0 0.0 11.74 56.29 0.0796 nan nan nan
2305.0 0.0 13.15 58.47 0.0827 nan nan nan
2306.0 0.0 4.89 42.05 0.0595 nan nan nan
2307.0 0.0 9.67 52.78 0.0747 nan nan nan
2308.0 0.0 8.15 49.85 0.0705 nan nan nan
2309.0 0.0 12.5 57.49 0.0813 nan nan nan
2310.0 0.0 13.37 58.79 0.0832 nan nan nan
2311.0 0.0 7.5 48.48 0.0686 nan nan nan
2312.0 0.0 13.37 58.79 0.0832 nan nan nan
2313.0 0.0 12.39 57.32 0.0811 nan nan nan
2314.0 0.0 8.26 50.07 0.0708 nan nan nan
2315.0 0.0 10.76 54.68 0.0774 nan nan nan
2316.0 0.0 13.69 59.26 0.0838 nan nan nan
2317.0 0.0 13.26 58.63 0.0829 nan nan nan
2318.0 0.0 9.13 51.77 0.0732 nan nan nan
2319.0 0.0 10.32 53.94 0.0763 nan nan nan
2320.0 0.0 11.95 56.64 0.0801 nan nan nan
2321.0 0.0 11.52 55.95 0.0791 nan nan nan
2322.0 0.0 9.24 51.98 0.0735 nan nan nan
2323.0 0.0 8.15 49.85 0.0705 nan nan nan
2324.0 0.0 12.06 56.81 0.0804 nan nan nan
2325.0 1.0 10.43 54.13 0.0766 0.0 0.0 0.0
2326.0 0.0 11.41 55.77 0.0789 nan nan nan
2327.0 0.0 12.5 57.48 0.0813 nan nan nan
2328.0 1.0 10.87 54.87 0.0776 0.0 0.0 0.0
2329.0 1.0 9.56 52.58 0.0744 0.0 0.0 0.0
2330.0 0.0 10.87 54.87 0.0776 nan nan nan
2331.0 0.0 10.11 53.56 0.0758 nan nan nan
2332.0 0.0 10.76 54.69 0.0774 nan nan nan
2333.0 0.0 6.41 46.02 0.0651 nan nan nan
2334.0 0.0 8.37 50.29 0.0711 nan nan nan
2335.0 0.0 7.93 49.4 0.0699 nan nan nan
2336.0 0.0 4.56 41.09 0.0581 nan nan nan
2337.0 0.0 11.3 55.59 0.0786 nan nan nan
2338.0 0.0 12.06 56.81 0.0804 nan nan nan
2339.0 0.0 12.39 57.32 0.0811 nan nan nan
2340.0 0.0 11.85 56.47 0.0799 nan nan nan
2341.0 0.0 10.76 54.69 0.0774 nan nan nan
2342.0 0.0 7.82 49.18 0.0696 nan nan nan
2343.0 0.0 13.04 58.31 0.0825 nan nan nan
2344.0 0.0 8.26 50.07 0.0708 nan nan nan
2345.0 0.0 9.02 51.56 0.0729 nan nan nan
2346.0 0.0 9.78 52.97 0.0749 nan nan nan
2347.0 0.0 9.89 53.17 0.0752 nan nan nan
2348.0 0.0 12.72 57.82 0.0818 nan nan nan
2349.0 0.0 10.0 53.37 0.0755 nan nan nan
2350.0 0.0 12.17 56.98 0.0806 nan nan nan
2351.0 0.0 12.39 57.32 0.0811 nan nan nan
2352.0 0.0 11.52 55.95 0.0791 nan nan nan
2353.0 0.0 11.19 55.41 0.0784 nan nan nan
2354.0 0.0 7.5 48.48 0.0686 nan nan nan
2355.0 0.0 9.67 52.78 0.0747 nan nan nan
2356.0 1.0 11.74 56.29 0.0796 0.0 0.0 0.0
2357.0 0.0 9.24 51.98 0.0735 nan nan nan
2358.0 0.0 12.82 57.98 0.082 nan nan nan
2359.0 0.0 11.3 55.59 0.0786 nan nan nan
2360.0 0.0 10.98 55.05 0.0779 nan nan nan
2361.0 0.0 11.52 55.95 0.0791 nan nan nan
2362.0 0.0 9.78 52.98 0.0749 nan nan nan
2363.0 0.0 10.76 54.69 0.0774 nan nan nan
2364.0 0.0 11.09 55.23 0.0781 nan nan nan
2365.0 0.0 10.87 54.87 0.0776 nan nan nan
2366.0 0.0 9.56 52.58 0.0744 nan nan nan
2367.0 0.0 11.3 55.59 0.0786 nan nan nan
2368.0 0.0 11.3 55.59 0.0786 nan nan nan
2369.0 0.0 12.17 56.98 0.0806 nan nan nan
2370.0 0.0 7.72 48.95 0.0692 nan nan nan
2371.0 0.0 11.41 55.77 0.0789 nan nan nan
2372.0 0.0 7.06 47.53 0.0672 nan nan nan
2373.0 0.0 10.11 53.56 0.0758 nan nan nan
2374.0 1.0 11.09 55.23 0.0781 0.0 0.0 0.0
2375.0 0.0 11.41 55.77 0.0789 nan nan nan
2376.0 1.0 11.3 55.59 0.0786 0.0 0.0 0.0
2377.0 0.0 10.43 54.13 0.0766 nan nan nan
2378.0 1.0 13.15 58.47 0.0827 0.0 0.0 0.0
2379.0 0.0 11.63 56.12 0.0794 nan nan nan
2380.0 1.0 10.98 55.05 0.0779 0.0 0.0 0.0
2381.0 0.0 9.56 52.58 0.0744 nan nan nan
2382.0 0.0 11.63 56.12 0.0794 nan nan nan
2383.0 0.0 13.15 58.47 0.0827 nan nan nan
2384.0 0.0 11.63 56.12 0.0794 nan nan nan
2385.0 0.0 12.61 57.65 0.0815 nan nan nan
2386.0 0.0 6.85 47.04 0.0665 nan nan nan
2387.0 0.0 8.59 50.72 0.0717 nan nan nan
2388.0 0.0 10.98 55.05 0.0779 nan nan nan
2389.0 0.0 10.0 53.36 0.0755 nan nan nan
2390.0 0.0 10.65 54.5 0.0771 nan nan nan
2391.0 0.0 10.87 54.87 0.0776 nan nan nan
2392.0 0.0 12.06 56.81 0.0804 nan nan nan
2393.0 0.0 11.85 56.47 0.0799 nan nan nan
2394.0 0.0 11.3 55.59 0.0786 nan nan nan
2395.0 0.0 8.15 49.85 0.0705 nan nan nan
2396.0 1.0 10.22 53.75 0.076 0.0 0.0 0.0
2397.0 0.0 12.06 56.81 0.0804 nan nan nan
2398.0 0.0 11.74 56.3 0.0796 nan nan nan
2399.0 0.0 9.78 52.98 0.0749 nan nan nan
2400.0 0.0 9.24 51.97 0.0735 nan nan nan
2401.0 0.0 11.95 56.64 0.0801 nan nan nan
2402.0 0.0 11.3 55.59 0.0786 nan nan nan
2403.0 1.0 9.46 52.38 0.0741 0.0 0.0 0.0
2404.0 0.0 12.28 57.15 0.0808 nan nan nan
2405.0 0.0 9.56 52.58 0.0744 nan nan nan
2406.0 0.0 10.87 54.87 0.0776 nan nan nan
2407.0 0.0 8.37 50.29 0.0711 nan nan nan
2408.0 0.0 9.35 52.18 0.0738 nan nan nan
2409.0 0.0 12.72 57.82 0.0818 nan nan nan
2410.0 0.0 9.67 52.78 0.0747 nan nan nan
2411.0 0.0 10.32 53.94 0.0763 nan nan nan
2412.0 0.0 7.17 47.77 0.0676 nan nan nan
2413.0 0.0 0.0 nan 0.0 nan nan nan
2414.0 0.0 13.15 58.47 0.0827 nan nan nan
2415.0 1.0 11.63 56.12 0.0794 0.0 0.0 0.0
2416.0 0.0 9.56 52.58 0.0744 nan nan nan
2417.0 0.0 12.17 56.98 0.0806 nan nan nan
2418.0 0.0 8.59 50.72 0.0717 nan nan nan
2419.0 0.0 9.67 52.78 0.0747 nan nan nan
2420.0 0.0 10.11 53.56 0.0758 nan nan nan
2421.0 0.0 10.87 54.87 0.0776 nan nan nan
2422.0 0.0 8.91 51.36 0.0726 nan nan nan
2423.0 0.0 1.09 25.47 0.036 nan nan nan
2424.0 1.0 10.11 53.56 0.0758 0.0 0.0 0.0
2425.0 0.0 8.04 49.63 0.0702 nan nan nan
2426.0 0.0 12.28 57.15 0.0808 nan nan nan
2427.0 0.0 9.78 52.97 0.0749 nan nan nan
2428.0 0.0 9.13 51.77 0.0732 nan nan nan
2429.0 0.0 6.41 46.02 0.0651 nan nan nan
2430.0 0.0 11.63 56.12 0.0794 nan nan nan
2431.0 0.0 10.43 54.13 0.0766 nan nan nan
2432.0 0.0 9.89 53.17 0.0752 nan nan nan
2433.0 0.0 9.02 51.56 0.0729 nan nan nan
2434.0 0.0 9.67 52.78 0.0747 nan nan nan
2435.0 0.0 10.98 55.05 0.0779 nan nan nan
2436.0 0.0 10.0 53.36 0.0755 nan nan nan
2437.0 0.0 11.41 55.77 0.0789 nan nan nan
2438.0 0.0 11.63 56.12 0.0794 nan nan nan
2439.0 0.0 6.96 47.28 0.0669 nan nan nan
2440.0 0.0 9.56 52.58 0.0744 nan nan nan
2441.0 0.0 12.5 57.49 0.0813 nan nan nan
2442.0 0.0 11.3 55.59 0.0786 nan nan nan
2443.0 0.0 8.37 50.29 0.0711 nan nan nan
2444.0 0.0 10.32 53.94 0.0763 nan nan nan
2445.0 0.0 8.8 51.15 0.0723 nan nan nan
2446.0 0.0 11.52 55.94 0.0791 nan nan nan
2447.0 0.0 12.39 57.32 0.0811 nan nan nan
2448.0 0.0 9.35 52.18 0.0738 nan nan nan
2449.0 0.0 11.52 55.94 0.0791 nan nan nan
2450.0 0.0 10.43 54.13 0.0766 nan nan nan
2451.0 0.0 9.35 52.18 0.0738 nan nan nan
2452.0 0.0 10.11 53.56 0.0758 nan nan nan
2453.0 0.0 11.74 56.29 0.0796 nan nan nan
2454.0 0.0 8.69 50.94 0.072 nan nan nan
2455.0 0.0 9.35 52.18 0.0738 nan nan nan
2456.0 0.0 8.04 49.63 0.0702 nan nan nan
2457.0 0.0 12.72 57.82 0.0818 nan nan nan
2458.0 1.0 9.67 52.78 0.0747 0.0 0.0 0.0
2459.0 0.0 9.67 52.78 0.0747 nan nan nan
2460.0 0.0 11.19 55.41 0.0784 nan nan nan
2461.0 0.0 10.98 55.05 0.0779 nan nan nan
2462.0 0.0 9.56 52.58 0.0744 nan nan nan
2463.0 0.0 10.32 53.94 0.0763 nan nan nan
2464.0 0.0 10.22 53.75 0.076 nan nan nan
2465.0 0.0 11.52 55.94 0.0791 nan nan nan
2466.0 0.0 5.0 42.35 0.0599 nan nan nan
2467.0 0.0 10.54 54.31 0.0768 nan nan nan
2468.0 0.0 10.0 53.36 0.0755 nan nan nan
2469.0 0.0 10.43 54.13 0.0766 nan nan nan
2470.0 0.0 10.65 54.5 0.0771 nan nan nan
2471.0 0.0 8.69 50.94 0.072 nan nan nan
2472.0 0.0 10.65 54.5 0.0771 nan nan nan
2473.0 0.0 9.78 52.98 0.0749 nan nan nan
2474.0 0.0 10.98 55.05 0.0779 nan nan nan
2475.0 0.0 10.54 54.31 0.0768 nan nan nan
2476.0 0.0 7.93 49.4 0.0699 nan nan nan
2477.0 0.0 11.3 55.59 0.0786 nan nan nan
2478.0 0.0 11.52 55.94 0.0791 nan nan nan
2479.0 0.0 10.76 54.69 0.0773 nan nan nan
2480.0 0.0 8.69 50.94 0.072 nan nan nan
2481.0 0.0 10.87 54.87 0.0776 nan nan nan
2482.0 0.0 8.48 50.51 0.0714 nan nan nan
2483.0 0.0 11.3 55.59 0.0786 nan nan nan
2484.0 0.0 10.98 55.05 0.0779 nan nan nan
2485.0 0.0 12.72 57.82 0.0818 nan nan nan
2486.0 0.0 5.33 43.26 0.0612 nan nan nan
2487.0 0.0 6.74 46.79 0.0662 nan nan nan
2488.0 0.0 11.85 56.47 0.0799 nan nan nan
2489.0 0.0 10.54 54.31 0.0768 nan nan nan
2490.0 0.0 6.85 47.04 0.0665 nan nan nan
2491.0 0.0 11.52 55.95 0.0791 nan nan nan
2492.0 0.0 11.19 55.41 0.0784 nan nan nan
2493.0 0.0 12.72 57.82 0.0818 nan nan nan
2494.0 1.0 9.24 51.97 0.0735 0.0 0.0 0.0
2495.0 0.0 10.87 54.87 0.0776 nan nan nan
2496.0 0.0 8.15 49.85 0.0705 nan nan nan
2497.0 1.0 10.11 53.56 0.0758 0.0 0.0 0.0
2498.0 0.0 10.98 55.05 0.0779 nan nan nan
2499.0 0.0 7.61 48.72 0.0689 nan nan nan
2500.0 0.0 11.19 55.41 0.0784 nan nan nan
2501.0 0.0 8.69 50.94 0.072 nan nan nan
2502.0 0.0 10.43 54.13 0.0766 nan nan nan
2503.0 1.0 11.3 55.59 0.0786 0.0 0.0 0.0
2504.0 0.0 4.46 40.76 0.0577 nan nan nan
2505.0 0.0 9.78 52.98 0.0749 nan nan nan
2506.0 0.0 9.78 52.98 0.0749 nan nan nan
2507.0 0.0 9.13 51.77 0.0732 nan nan nan
2508.0 0.0 10.76 54.69 0.0774 nan nan nan
2509.0 0.0 6.3 45.76 0.0647 nan nan nan
2510.0 0.0 9.46 52.38 0.0741 nan nan nan
2511.0 0.0 10.43 54.13 0.0766 nan nan nan
2512.0 0.0 9.46 52.38 0.0741 nan nan nan
2513.0 0.0 10.22 53.75 0.076 nan nan nan
2514.0 0.0 4.02 39.39 0.0557 nan nan nan
2515.0 0.0 10.76 54.69 0.0774 nan nan nan
2516.0 0.0 7.39 48.25 0.0682 nan nan nan
2517.0 0.0 10.11 53.56 0.0758 nan nan nan
2518.0 0.0 10.65 54.5 0.0771 nan nan nan
2519.0 0.0 10.0 53.36 0.0755 nan nan nan
2520.0 0.0 10.43 54.13 0.0766 nan nan nan
2521.0 0.0 8.15 49.85 0.0705 nan nan nan
2522.0 0.0 8.8 51.15 0.0723 nan nan nan
2523.0 0.0 7.72 48.95 0.0692 nan nan nan
2524.0 0.0 7.82 49.18 0.0696 nan nan nan
2525.0 0.0 11.41 55.77 0.0789 nan nan nan
2526.0 0.0 7.72 48.95 0.0692 nan nan nan
2527.0 0.0 10.76 54.69 0.0774 nan nan nan
2528.0 0.0 9.78 52.97 0.0749 nan nan nan
2529.0 0.0 11.19 55.41 0.0784 nan nan nan
2530.0 0.0 9.35 52.18 0.0738 nan nan nan
2531.0 0.0 9.67 52.78 0.0747 nan nan nan
2532.0 0.0 9.89 53.17 0.0752 nan nan nan
2533.0 0.0 7.28 48.01 0.0679 nan nan nan
2534.0 0.0 10.32 53.94 0.0763 nan nan nan
2535.0 0.0 10.65 54.5 0.0771 nan nan nan
2536.0 0.0 12.39 57.32 0.0811 nan nan nan
2537.0 0.0 10.0 53.37 0.0755 nan nan nan
2538.0 0.0 8.8 51.15 0.0723 nan nan nan
2539.0 0.0 11.09 55.23 0.0781 nan nan nan
2540.0 0.0 10.43 54.13 0.0766 nan nan nan
2541.0 0.0 12.82 57.98 0.082 nan nan nan
2542.0 0.0 10.65 54.5 0.0771 nan nan nan
2543.0 1.0 9.89 53.17 0.0752 0.0 0.0 0.0
2544.0 0.0 8.59 50.72 0.0717 nan nan nan
2545.0 0.0 10.65 54.5 0.0771 nan nan nan
2546.0 0.0 11.19 55.41 0.0784 nan nan nan
2547.0 0.0 6.3 45.76 0.0647 nan nan nan
2548.0 0.0 12.28 57.15 0.0808 nan nan nan
2549.0 0.0 10.87 54.87 0.0776 nan nan nan
2550.0 0.0 7.93 49.4 0.0699 nan nan nan
2551.0 0.0 11.41 55.77 0.0789 nan nan nan
2552.0 0.0 10.98 55.05 0.0779 nan nan nan
2553.0 0.0 9.67 52.78 0.0747 nan nan nan
2554.0 0.0 8.91 51.36 0.0726 nan nan nan
2555.0 0.0 9.02 51.56 0.0729 nan nan nan
2556.0 0.0 10.54 54.32 0.0768 nan nan nan
2557.0 0.0 6.85 47.04 0.0665 nan nan nan
2558.0 1.0 10.87 54.87 0.0776 0.0 0.0 0.0
2559.0 0.0 9.78 52.98 0.0749 nan nan nan
2560.0 0.0 10.54 54.32 0.0768 nan nan nan
2561.0 0.0 10.32 53.94 0.0763 nan nan nan
2562.0 1.0 10.87 54.87 0.0776 0.0 0.0 0.0
2563.0 0.0 10.65 54.5 0.0771 nan nan nan
2564.0 0.0 7.72 48.95 0.0692 nan nan nan
2565.0 0.0 7.93 49.4 0.0699 nan nan nan
2566.0 0.0 10.32 53.94 0.0763 nan nan nan
2567.0 0.0 7.17 47.77 0.0676 nan nan nan
2568.0 0.0 10.87 54.87 0.0776 nan nan nan
2569.0 0.0 9.02 51.57 0.0729 nan nan nan
2570.0 0.0 9.56 52.58 0.0744 nan nan nan
2571.0 0.0 9.13 51.77 0.0732 nan nan nan
2572.0 0.0 9.78 52.98 0.0749 nan nan nan
2573.0 0.0 9.35 52.18 0.0738 nan nan nan
2574.0 0.0 11.3 55.59 0.0786 nan nan nan
2575.0 0.0 7.61 48.72 0.0689 nan nan nan
2576.0 0.0 11.09 55.23 0.0781 nan nan nan
2577.0 0.0 11.09 55.23 0.0781 nan nan nan
2578.0 0.0 10.11 53.56 0.0758 nan nan nan
