No. Number_particles M200 sigma200 R200 Sigma M_sigma Sigma_LoS Offset offset_log a_major b_inter c_minor major_dispersion intermediate_dispersion minor_dispersion
2286.0 109.0 11.846 56.4682 0.0799 81.6949 24.7944 49.0416 0.00765 -2.11636 0.02045 0.01774 0.01446 46.55697 48.99685 45.88913
2287.0 94.0 10.2158 53.7492 0.076 76.0102 20.4302 41.2188 0.00706 -2.15148 0.02225 0.01733 0.01542 43.22376 41.24399 46.99137
2288.0 99.0 10.7592 54.6857 0.0774 85.6836 26.4136 47.3023 0.00714 -2.14622 0.0216 0.02017 0.0151 52.28737 49.35793 46.59943
2289.0 111.0 12.0633 56.8097 0.0804 79.6749 23.7282 45.6738 0.01074 -1.96908 0.02316 0.0163 0.01587 49.12547 44.64725 44.06124
2290.0 94.0 10.2158 53.7492 0.076 81.4637 23.4669 48.9665 0.00772 -2.11227 0.01802 0.01766 0.01402 50.04607 45.45731 45.44624
2291.0 112.0 12.172 56.9809 0.0806 82.2351 25.3523 45.0472 0.00623 -2.20549 0.0248 0.01966 0.01435 50.48064 48.09466 43.6029
2292.0 84.0 9.129 51.7709 0.0732 79.5215 21.5388 53.4005 0.01172 -1.9309 0.01759 0.01556 0.01287 49.07744 41.52138 46.80863
2293.0 96.0 10.4332 54.1268 0.0766 77.5204 21.4004 42.6361 0.01097 -1.95965 0.02848 0.01953 0.01313 48.32449 42.23838 43.47501
2294.0 107.0 11.6286 56.1213 0.0794 87.692 28.3918 49.8465 0.0118 -1.92825 0.01901 0.01701 0.0127 49.90043 53.51277 48.33442
2295.0 111.0 12.0633 56.8115 0.0804 84.2044 26.5011 45.9978 0.00444 -2.35299 0.01783 0.01575 0.01446 47.75219 49.0267 49.056
2296.0 104.0 11.3026 55.5914 0.0786 81.5632 24.3305 48.0907 0.01228 -1.91077 0.0226 0.01867 0.01583 50.16778 49.80105 40.6891
2297.0 114.0 12.3894 57.3186 0.0811 83.6589 26.3926 51.2823 0.01185 -1.92619 0.02032 0.01831 0.01708 42.66039 55.79185 45.45513
2298.0 105.0 11.4113 55.7685 0.0789 77.523 22.0504 48.0292 0.0076 -2.11932 0.02063 0.01865 0.01728 45.72129 47.25092 41.06989
2299.0 88.0 9.5637 52.5799 0.0744 84.5387 24.7228 45.5123 0.00235 -2.62841 0.02012 0.01827 0.01512 61.40071 41.14304 41.03652
2300.0 67.0 7.2815 48.0115 0.0679 74.502 17.5333 41.151 0.0077 -2.11331 0.02013 0.01587 0.01253 36.1724 56.17498 32.9617
2301.0 73.0 7.9336 49.4041 0.0699 71.2534 16.5026 39.6278 0.01016 -1.99321 0.02549 0.01888 0.01561 37.34345 40.29861 45.37116
2302.0 111.0 12.0633 56.8115 0.0804 85.2553 27.1668 48.2574 0.00769 -2.11423 0.0268 0.01706 0.01116 56.52343 47.02429 43.15421
2303.0 53.0 5.76 44.4035 0.0628 59.4435 10.3227 27.079 0.00277 -2.5583 0.01719 0.01507 0.01199 32.95815 33.94038 35.99081
2304.0 108.0 11.7373 56.2934 0.0796 93.0585 32.0749 55.5988 0.00504 -2.29764 0.02066 0.0145 0.01293 61.25865 50.4038 48.649
2305.0 121.0 13.1501 58.4689 0.0827 87.808 29.6585 48.3359 0.00454 -2.34266 0.0216 0.01802 0.01393 61.31278 44.63794 44.25438
2306.0 45.0 4.8905 42.0464 0.0595 64.4185 11.4795 32.2335 0.00411 -2.38571 0.01673 0.01312 0.01275 39.48798 32.72411 38.98174
2307.0 89.0 9.6724 52.7789 0.0747 79.5071 21.9496 47.15 0.00507 -2.29501 0.01748 0.0153 0.01374 45.17201 45.60314 46.91722
2308.0 75.0 8.1509 49.8512 0.0705 74.0275 17.9738 44.5481 0.00585 -2.23283 0.02245 0.01759 0.01371 40.50899 46.30337 41.17148
2309.0 115.0 12.4981 57.4861 0.0813 94.7147 33.9275 48.7948 0.02525 -1.59777 0.0267 0.01627 0.01238 68.95109 46.23042 45.60016
2310.0 123.0 13.3675 58.7898 0.0832 88.9327 30.5893 53.6018 0.00482 -2.3172 0.02056 0.01614 0.01466 54.64479 54.577 44.09452
2311.0 69.0 7.4988 48.4847 0.0686 180.5001 103.9298 136.3366 0.00441 -2.35521 0.01606 0.01141 0.00922 133.24131 110.32031 51.5408
2312.0 123.0 13.3675 58.7898 0.0832 87.4399 29.571 54.8643 0.00273 -2.56335 0.02123 0.01626 0.01569 46.36782 55.4116 49.24743
2313.0 114.0 12.3894 57.3189 0.0811 77.5808 22.6967 43.7968 0.00661 -2.17951 0.02295 0.02163 0.01617 49.14924 44.83997 39.90626
2314.0 76.0 8.2596 50.0722 0.0708 81.0446 21.6378 45.9856 0.01169 -1.93222 0.01623 0.01567 0.01298 44.74331 49.7347 45.74624
2315.0 99.0 10.7592 54.6849 0.0774 79.3689 22.6645 46.5424 0.00894 -2.04889 0.02078 0.01753 0.01432 49.46379 47.53301 39.91694
2316.0 126.0 13.6935 59.2616 0.0838 90.4783 31.9196 45.8501 0.01161 -1.93515 0.02166 0.01962 0.01655 58.5892 46.06971 51.29533
2317.0 122.0 13.2588 58.628 0.0829 88.6689 30.3275 49.4491 0.01094 -1.96083 0.02397 0.01634 0.01273 54.31775 49.78139 49.33123
2318.0 84.0 9.129 51.7714 0.0732 77.863 20.6494 49.0828 0.00926 -2.0332 0.02163 0.0153 0.01385 42.76703 45.42597 46.58441
2319.0 95.0 10.3245 53.9392 0.0763 79.8749 22.6402 46.8652 0.00673 -2.17191 0.02094 0.01765 0.01218 48.77209 43.3276 46.08685
2320.0 110.0 11.9547 56.641 0.0801 77.7296 22.5138 47.0706 0.00239 -2.62146 0.02322 0.01973 0.01572 45.17052 47.28977 42.01412
2321.0 106.0 11.52 55.9454 0.0791 81.9452 24.7154 49.8601 0.00263 -2.57998 0.02015 0.017 0.01231 49.57858 52.8457 38.26624
2322.0 85.0 9.2377 51.9754 0.0735 78.8459 21.2582 48.271 0.00462 -2.33492 0.02056 0.01703 0.01375 47.15613 46.80411 42.45408
2323.0 75.0 8.1509 49.8514 0.0705 97.8296 31.3901 51.0435 0.01698 -1.7701 0.02133 0.01742 0.01262 43.69171 55.71783 67.50694
2324.0 111.0 12.0633 56.8116 0.0804 99.6895 37.1443 51.5473 0.00936 -2.02886 0.02085 0.01382 0.01144 73.74324 49.86001 44.87654
2325.0 96.0 10.4332 54.1273 0.0766 74.7659 19.9063 40.6842 0.00775 -2.11088 0.02282 0.01855 0.01296 42.48055 45.46043 41.45706
2326.0 105.0 11.4113 55.7695 0.0789 89.117 29.1381 49.353 0.00852 -2.0696 0.02637 0.01825 0.01283 60.15731 45.32618 47.62847
2327.0 115.0 12.4981 57.4845 0.0813 84.1371 26.7741 54.2249 0.01753 -1.75625 0.02017 0.01955 0.01634 42.95275 56.636 45.01635
2328.0 100.0 10.8679 54.8691 0.0776 80.0822 23.1506 44.631 0.00144 -2.84225 0.02083 0.01877 0.01445 48.22 44.28377 46.11879
2329.0 88.0 9.5637 52.5794 0.0744 82.362 23.4666 49.1132 0.02432 -1.61412 0.02451 0.01564 0.0134 45.52144 50.37604 46.62136
2330.0 100.0 10.8679 54.8691 0.0776 80.3053 23.2797 46.8725 0.01094 -1.96085 0.01806 0.01644 0.01507 55.33611 42.62951 39.618
2331.0 93.0 10.1071 53.5572 0.0758 81.2514 23.2624 49.5461 0.00957 -2.01923 0.01799 0.01808 0.01485 42.64299 55.87874 40.75451
2332.0 99.0 10.7592 54.6853 0.0774 81.9048 24.1356 47.7041 0.00751 -2.12454 0.02453 0.01794 0.01365 44.45451 53.1984 43.6133
2333.0 59.0 6.412 46.019 0.0651 66.1779 13.2602 29.4311 0.00549 -2.26063 0.02029 0.01882 0.01073 43.42707 39.64366 30.36409
2334.0 77.0 8.3683 50.2909 0.0711 72.202 17.2487 45.0979 0.00441 -2.3555 0.01781 0.01611 0.01327 44.02828 45.05349 35.28205
2335.0 73.0 7.9336 49.4044 0.0699 71.9875 16.8442 38.6097 0.00593 -2.22687 0.02178 0.01299 0.01241 40.02873 43.4243 41.161
2336.0 42.0 4.5645 41.0899 0.0581 79.7414 17.1906 37.7962 0.01166 -1.93335 0.01597 0.01181 0.00923 45.45764 43.73776 48.77803
2337.0 104.0 11.3026 55.5915 0.0786 80.0385 23.4293 51.2106 0.00627 -2.20247 0.02338 0.01905 0.01471 53.48212 40.54848 43.60785
2338.0 111.0 12.0633 56.8099 0.0804 78.6114 23.0988 49.9871 0.00507 -2.29529 0.02747 0.01573 0.01359 50.34108 41.59513 43.76492
2339.0 114.0 12.3894 57.3189 0.0811 89.9822 30.5329 50.337 0.00593 -2.2269 0.02094 0.01993 0.01386 49.77078 57.29014 48.34782
2340.0 109.0 11.846 56.4667 0.0799 81.9442 24.9472 44.5695 0.00411 -2.38566 0.01949 0.01737 0.01365 50.2022 47.62805 43.88794
2341.0 99.0 10.7592 54.6853 0.0774 77.5598 21.6428 40.4981 0.00579 -2.23707 0.02013 0.01637 0.01585 52.72768 41.67859 38.7067
2342.0 72.0 7.8249 49.178 0.0696 171.4912 95.1523 103.0029 0.00404 -2.39362 0.01618 0.01384 0.01247 99.12961 74.98181 118.15359
2343.0 120.0 13.0415 58.3059 0.0825 84.4821 27.3798 46.2755 0.00352 -2.45325 0.02049 0.01947 0.01693 48.68429 50.19324 47.40993
2344.0 76.0 8.2596 50.0723 0.0708 79.3343 20.7341 43.0337 0.02122 -1.67325 0.02615 0.01636 0.01192 50.31621 44.23206 42.49403
2345.0 83.0 9.0203 51.5646 0.0729 72.468 17.8161 36.5447 0.01063 -1.97364 0.0231 0.01584 0.01081 48.63896 43.47055 31.56222
2346.0 90.0 9.7811 52.9745 0.0749 78.791 21.6375 46.4667 0.01008 -1.99672 0.02096 0.01915 0.01432 51.99448 39.39454 44.18905
2347.0 91.0 9.8898 53.1708 0.0752 69.8836 17.0841 37.4948 0.00606 -2.21745 0.02331 0.01766 0.01455 45.68981 39.34708 35.32663
2348.0 117.0 12.7154 57.8176 0.0818 88.6024 29.8608 44.9915 0.00677 -2.16947 0.02297 0.01857 0.0126 62.30121 45.80301 43.25538
2349.0 92.0 9.9984 53.3652 0.0755 90.0324 28.4587 48.286 0.00732 -2.13563 0.02112 0.01579 0.01329 61.97762 48.88845 43.29579
2350.0 112.0 12.172 56.9812 0.0806 81.3478 24.808 47.9707 0.00191 -2.71933 0.01969 0.02006 0.01657 48.07018 46.20764 46.60024
2351.0 114.0 12.3894 57.3185 0.0811 81.43 25.0051 47.5708 0.00409 -2.38836 0.02149 0.01847 0.01504 52.74217 47.66847 39.7092
2352.0 106.0 11.52 55.9462 0.0791 77.1861 21.9274 42.5776 0.00479 -2.31993 0.02291 0.02002 0.01771 44.11002 47.25342 42.17947
2353.0 103.0 11.1939 55.4121 0.0784 79.563 23.0779 44.8382 0.00472 -2.3257 0.02215 0.01815 0.01399 48.94303 47.35788 41.13492
2354.0 69.0 7.4988 48.4847 0.0686 70.4795 15.8457 40.1203 0.00964 -2.016 0.01954 0.01584 0.01333 42.42082 45.16407 33.58637
2355.0 89.0 9.6724 52.7783 0.0747 75.1752 19.6234 42.0975 0.01313 -1.88175 0.02578 0.01931 0.0161 40.7237 48.0545 41.0324
2356.0 108.0 11.7373 56.2939 0.0796 80.001 23.7049 47.3701 0.01164 -1.93421 0.02042 0.01778 0.01484 53.38983 43.00858 41.2305
2357.0 85.0 9.2377 51.9759 0.0735 76.5603 20.0432 45.2008 0.00695 -2.15772 0.0218 0.01611 0.01185 50.87348 42.94521 37.80307
2358.0 118.0 12.8241 57.9811 0.082 80.3058 24.6007 49.0363 0.00677 -2.1693 0.02558 0.01741 0.01653 51.91644 44.55236 42.05695
2359.0 104.0 11.3026 55.5918 0.0786 74.9725 20.5571 41.6097 0.00661 -2.17998 0.02127 0.02047 0.01469 44.70637 44.38878 40.64301
2360.0 101.0 10.9766 55.0508 0.0779 81.4976 24.0563 50.5418 0.01094 -1.96112 0.01813 0.01588 0.0154 52.74649 40.80701 46.84507
2361.0 106.0 11.52 55.9462 0.0791 78.1552 22.4816 42.1508 0.01351 -1.86928 0.02389 0.01865 0.01364 50.07328 41.9389 42.91896
2362.0 90.0 9.7811 52.9756 0.0749 89.1254 27.6846 53.7074 0.01338 -1.87354 0.02157 0.01561 0.01301 62.42875 40.69406 48.88749
2363.0 99.0 10.7592 54.6858 0.0774 78.3906 22.1085 47.8144 0.00843 -2.07443 0.02308 0.01814 0.01582 48.29054 47.47509 39.48707
2364.0 102.0 11.0852 55.2327 0.0781 76.1687 21.0817 47.4238 0.00679 -2.16826 0.02038 0.01687 0.01475 43.12566 43.18076 45.57701
2365.0 100.0 10.8679 54.8685 0.0776 82.3115 24.4579 48.1608 0.0042 -2.37681 0.02155 0.01714 0.01138 48.04913 49.56859 44.82648
2366.0 88.0 9.5637 52.5801 0.0744 77.0406 20.5317 47.3492 0.01048 -1.97949 0.02152 0.01825 0.01383 48.01613 46.59633 38.19018
2367.0 104.0 11.3026 55.5918 0.0786 77.1252 21.7545 46.3292 0.00378 -2.4226 0.02021 0.01876 0.01599 44.24288 47.39599 41.76697
2368.0 104.0 11.3026 55.5918 0.0786 79.4626 23.0931 43.5617 0.01078 -1.96737 0.02256 0.01889 0.01745 47.89455 45.17727 44.49076
2369.0 112.0 12.172 56.9812 0.0806 86.4899 28.0434 47.9847 0.00565 -2.24776 0.02013 0.0201 0.01733 47.47185 51.29107 50.95252
2370.0 71.0 7.7162 48.9496 0.0692 66.96 14.439 34.7283 0.01058 -1.97557 0.02095 0.01812 0.01262 44.80323 37.51506 32.69454
2371.0 105.0 11.4113 55.7682 0.0789 85.1102 26.5781 50.4853 0.00499 -2.30186 0.02048 0.01837 0.01574 56.55026 49.53879 39.89646
2372.0 65.0 7.0641 47.5296 0.0672 62.6326 12.2668 34.1436 0.01129 -1.94715 0.02462 0.01709 0.01509 36.18546 31.12168 40.55734
2373.0 93.0 10.1071 53.5573 0.0758 77.7165 21.2822 40.9684 0.00688 -2.16235 0.02444 0.0172 0.01459 44.50664 48.18944 41.67474
2374.0 102.0 11.0852 55.2311 0.0781 82.2682 24.5947 47.1174 0.00533 -2.27304 0.02043 0.01853 0.0162 46.83433 52.6335 42.47729
2375.0 105.0 11.4113 55.7682 0.0789 83.0682 25.318 44.9656 0.00396 -2.40247 0.01827 0.01698 0.0131 49.46534 45.6005 48.72478
2376.0 104.0 11.3026 55.59 0.0786 77.2354 21.8181 45.0551 0.01044 -1.98141 0.02585 0.01825 0.01484 45.15565 44.25855 44.35604
2377.0 96.0 10.4332 54.1268 0.0766 75.3524 20.2202 40.9018 0.00814 -2.08945 0.0214 0.01778 0.01468 48.67403 39.71054 41.61611
2378.0 121.0 13.1501 58.468 0.0827 80.7845 25.1044 48.3717 0.01246 -1.90454 0.02591 0.01987 0.01429 50.72025 46.14089 42.71536
2379.0 107.0 11.6286 56.1197 0.0794 90.5787 30.2935 51.2581 0.00346 -2.46145 0.01829 0.01542 0.01387 58.24555 46.5015 51.47385
2380.0 101.0 10.9766 55.0511 0.0779 81.1949 23.8777 45.6977 0.02091 -1.67973 0.02493 0.01945 0.012 51.06076 44.52098 44.7581
2381.0 88.0 9.5637 52.58 0.0744 70.7461 17.3138 39.5641 0.00259 -2.58647 0.02028 0.01924 0.01768 40.51876 35.47489 45.87782
2382.0 107.0 11.6286 56.1197 0.0794 80.5059 23.9306 46.4517 0.01071 -1.97013 0.02252 0.01381 0.01253 53.43059 44.01295 41.10021
2383.0 121.0 13.1501 58.468 0.0827 89.124 30.5551 47.9394 0.01143 -1.94194 0.01957 0.01758 0.01515 52.38102 50.94963 51.02409
2384.0 107.0 11.6286 56.1193 0.0794 84.4462 26.3308 51.2479 0.00883 -2.05384 0.02327 0.01706 0.01395 51.94099 51.86874 41.7484
2385.0 116.0 12.6067 57.6522 0.0815 81.6655 25.2958 50.585 0.00886 -2.05246 0.02024 0.01882 0.0151 47.07074 49.29571 44.98362
2386.0 63.0 6.8468 47.0364 0.0665 69.2266 14.8308 37.7568 0.01082 -1.96591 0.0183 0.01553 0.01361 43.25809 35.08083 41.11447
2387.0 79.0 8.5856 50.7221 0.0717 74.7876 18.6653 41.5979 0.00698 -2.15611 0.01801 0.0144 0.01327 41.64419 45.05619 42.76542
2388.0 101.0 10.9766 55.0514 0.0779 77.5656 21.7905 43.4683 0.01122 -1.95002 0.01975 0.01648 0.01608 45.3422 47.12676 41.70818
2389.0 92.0 9.9984 53.3649 0.0755 80.0488 22.4973 47.953 0.00574 -2.24141 0.02326 0.01908 0.01543 48.28147 43.76796 46.48736
2390.0 98.0 10.6505 54.5011 0.0771 110.7269 43.961 65.1284 0.01074 -1.9688 0.02232 0.01576 0.01488 77.67118 54.06117 57.48941
2391.0 100.0 10.8679 54.8693 0.0776 78.9534 22.5023 45.8477 0.00981 -2.00842 0.01961 0.01739 0.01675 46.21646 43.70989 46.76665
2392.0 111.0 12.0633 56.8119 0.0804 84.2359 26.5206 44.2009 0.0085 -2.07071 0.02208 0.01619 0.01413 48.7307 54.82062 41.42103
2393.0 109.0 11.846 56.4674 0.0799 84.2819 26.3903 48.0414 0.00725 -2.13938 0.01925 0.01778 0.01458 50.04603 48.70395 47.18858
2394.0 104.0 11.3026 55.5917 0.0786 82.1349 24.6726 44.8426 0.00678 -2.16908 0.02054 0.01712 0.01278 55.14353 41.80124 44.24921
2395.0 75.0 8.1509 49.8513 0.0705 67.7337 15.0474 34.4149 0.00533 -2.27319 0.01983 0.0184 0.014 41.26955 40.61808 35.1405
2396.0 94.0 10.2158 53.7485 0.076 75.7086 20.269 47.4081 0.008 -2.09664 0.02081 0.0189 0.01327 46.11956 39.07389 45.58524
2397.0 111.0 12.0633 56.8119 0.0804 82.2482 25.2838 50.8372 0.00433 -2.36304 0.02076 0.01704 0.01483 47.27225 48.68894 46.47036
2398.0 108.0 11.7373 56.2955 0.0796 81.9796 24.8904 46.596 0.00653 -2.1852 0.02147 0.01989 0.01676 44.96446 51.45793 45.28723
2399.0 90.0 9.7811 52.9758 0.0749 72.2307 18.1835 40.3413 0.00315 -2.50234 0.02162 0.01831 0.01732 45.00803 39.87315 40.02101
2400.0 85.0 9.2377 51.9749 0.0735 76.6129 20.0715 45.6149 0.01657 -1.78058 0.02178 0.01924 0.01348 44.16865 49.18098 38.72847
2401.0 110.0 11.9547 56.6404 0.0801 79.6891 23.6637 43.5858 0.00938 -2.02773 0.02027 0.02001 0.01457 44.93166 52.24296 40.02718
2402.0 104.0 11.3026 55.5917 0.0786 89.8794 29.5447 59.1154 0.01006 -1.99723 0.01995 0.01913 0.01572 45.13329 51.72334 58.01713
2403.0 87.0 9.4551 52.3796 0.0741 81.1827 22.7126 49.6594 0.01537 -1.81332 0.02916 0.01456 0.01321 48.97672 45.24494 46.31214
2404.0 113.0 12.2807 57.1503 0.0808 77.7305 22.7179 41.2542 0.00655 -2.18402 0.02061 0.01847 0.01769 42.85345 49.84291 41.48847
2405.0 88.0 9.5637 52.5792 0.0744 75.2202 19.5735 39.4483 0.00625 -2.20382 0.02004 0.01752 0.01289 45.83928 43.8475 40.42562
2406.0 100.0 10.8679 54.8693 0.0776 73.951 19.7412 41.7046 0.01545 -1.81109 0.01975 0.01835 0.01703 43.44299 42.752 41.8775
2407.0 77.0 8.3683 50.2903 0.0711 74.2038 18.2188 42.4963 0.00704 -2.15263 0.01851 0.01609 0.01471 45.00816 44.54289 38.68337
2408.0 86.0 9.3464 52.1778 0.0738 82.5463 23.392 48.4369 0.00626 -2.2032 0.02177 0.01617 0.01494 55.85344 46.33283 39.33895
2409.0 117.0 12.7154 57.8176 0.0818 81.8597 25.4889 50.1365 0.01181 -1.92778 0.02169 0.02074 0.01616 50.91764 48.08869 42.37792
2410.0 89.0 9.6724 52.7781 0.0747 75.2686 19.6723 47.3299 0.01205 -1.91909 0.02203 0.01723 0.01537 48.29497 36.08016 45.06862
2411.0 95.0 10.3245 53.9388 0.0763 76.5187 20.7779 35.6186 0.00385 -2.41489 0.02745 0.01541 0.01503 49.86738 48.1138 32.45645
2412.0 66.0 7.1728 47.7714 0.0676 66.2837 13.8091 41.5821 0.00402 -2.39579 0.02219 0.01778 0.01357 43.46072 37.20186 33.47705
2413.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
2414.0 121.0 13.1501 58.4683 0.0827 102.8948 40.7263 61.2185 0.00228 -2.64264 0.01973 0.01952 0.014 51.89167 74.67585 48.14679
2415.0 107.0 11.6286 56.1196 0.0794 81.9718 24.8101 44.0205 0.00937 -2.02836 0.01985 0.01935 0.0138 48.39043 53.33536 39.15457
2416.0 88.0 9.5637 52.5791 0.0744 73.9808 18.9339 43.9025 0.01106 -1.95634 0.02455 0.02046 0.01319 45.03948 43.85805 39.00103
2417.0 112.0 12.172 56.9805 0.0806 82.138 25.2929 48.0883 0.01251 -1.90278 0.02335 0.01825 0.01754 51.42292 45.99909 44.56934
2418.0 79.0 8.5856 50.7224 0.0717 75.0871 18.8149 42.1914 0.00563 -2.24951 0.02393 0.01599 0.01297 49.53571 41.15676 38.60576
2419.0 89.0 9.6724 52.7781 0.0747 73.936 18.9819 41.0175 0.0067 -2.17371 0.02118 0.0168 0.01154 41.91245 44.30175 41.79988
2420.0 93.0 10.1071 53.5575 0.0758 82.7159 24.1082 48.5503 0.00458 -2.33899 0.02177 0.01747 0.01417 52.82357 46.05375 43.93906
2421.0 100.0 10.8679 54.8673 0.0776 83.6109 25.2373 55.1065 0.00866 -2.06232 0.02157 0.01996 0.01154 50.91504 49.09062 44.59312
2422.0 82.0 8.9117 51.357 0.0726 83.4406 23.5242 47.9165 0.01443 -1.84075 0.018 0.01377 0.01246 47.03566 49.77446 47.67059
2423.0 10.0 1.0868 25.4675 0.036 26.7929 1.2028 16.6541 0.00516 -2.28695 0.0129 0.00636 0.00773 9.89569 19.29892 15.73163
2424.0 93.0 10.1071 53.558 0.0758 78.2506 21.5752 47.8584 0.00604 -2.21904 0.01817 0.01699 0.01636 44.44583 46.08537 44.98742
2425.0 74.0 8.0422 49.6286 0.0702 76.6619 19.1899 45.081 0.00915 -2.03856 0.02003 0.0177 0.01701 46.14564 49.4971 36.02321
2426.0 113.0 12.2807 57.1488 0.0808 88.9373 29.7424 47.9286 0.01051 -1.97849 0.01833 0.01649 0.01523 45.50783 56.09078 51.89126
2427.0 90.0 9.7811 52.9745 0.0749 112.1334 43.8251 67.0508 0.01206 -1.91853 0.02243 0.01711 0.01654 56.63484 70.87319 65.90438
2428.0 84.0 9.129 51.7708 0.0732 90.9173 28.1545 48.0083 0.00479 -2.3196 0.01832 0.01688 0.015 68.86632 42.05956 41.88538
2429.0 59.0 6.412 46.019 0.0651 65.5545 13.0115 34.9354 0.00701 -2.15402 0.01579 0.0145 0.01235 41.8762 34.28854 36.98744
2430.0 107.0 11.6286 56.1206 0.0794 88.4241 28.8686 51.8263 0.00878 -2.05664 0.01898 0.01663 0.01044 50.71703 54.38659 47.84047
2431.0 96.0 10.4332 54.127 0.0766 85.033 25.7492 54.6952 0.00572 -2.2425 0.021 0.01532 0.01042 53.19744 47.95646 45.83465
2432.0 91.0 9.8898 53.1707 0.0752 80.8102 22.8441 48.9857 0.00338 -2.47087 0.0172 0.01656 0.01327 50.4238 39.21836 49.49394
2433.0 83.0 9.0203 51.564 0.0729 80.9674 22.2408 49.0858 0.0039 -2.40872 0.01672 0.01611 0.01513 49.15879 49.06005 41.62016
2434.0 89.0 9.6724 52.7776 0.0747 77.8426 21.0412 41.239 0.00954 -2.02053 0.02201 0.01629 0.01228 45.09965 42.45247 47.15171
2435.0 101.0 10.9766 55.05 0.0779 85.139 26.2548 44.2671 0.00665 -2.17736 0.02168 0.01596 0.01229 44.55877 57.30397 44.49058
2436.0 92.0 9.9984 53.3647 0.0755 77.9453 21.3307 45.8292 0.00686 -2.1637 0.02053 0.01905 0.01229 45.21186 43.54254 46.21047
2437.0 105.0 11.4113 55.7692 0.0789 77.5926 22.0895 45.6047 0.01493 -1.82599 0.02188 0.01626 0.01564 47.87701 46.87116 39.13443
2438.0 107.0 11.6286 56.1197 0.0794 86.689 27.7477 49.5346 0.00667 -2.17578 0.01802 0.01446 0.01089 50.91772 50.61937 48.5804
2439.0 64.0 6.9554 47.2846 0.0669 72.8713 16.5195 44.0197 0.0049 -2.31016 0.01864 0.01747 0.01411 45.9017 41.99013 37.94844
2440.0 88.0 9.5637 52.5797 0.0744 81.7539 23.1211 41.352 0.00813 -2.09011 0.01972 0.01456 0.01381 56.81994 39.21805 43.7852
2441.0 115.0 12.4981 57.4857 0.0813 87.4301 28.9098 45.4353 0.00632 -2.19949 0.02124 0.01711 0.01524 61.4769 45.07504 42.81188
2442.0 104.0 11.3026 55.59 0.0786 85.9623 27.0271 47.926 0.00935 -2.02898 0.0184 0.01571 0.01302 51.02706 55.12647 41.79504
2443.0 77.0 8.3683 50.2901 0.0711 65.6477 14.2596 37.4199 0.00776 -2.11 0.02118 0.01568 0.01563 37.06847 37.5056 39.10082
2444.0 95.0 10.3245 53.9387 0.0763 77.0517 21.0684 44.4387 0.01234 -1.90864 0.02435 0.0177 0.01268 44.98283 44.55003 43.91815
2445.0 81.0 8.803 51.1476 0.0723 73.9603 18.4067 39.2632 0.01177 -1.92921 0.02224 0.01832 0.01469 42.59571 45.8425 39.42334
2446.0 106.0 11.52 55.9439 0.0791 87.157 27.9608 48.5302 0.00415 -2.38243 0.01996 0.01388 0.01219 53.92379 47.76625 49.06076
2447.0 114.0 12.3894 57.3195 0.0811 86.2261 28.0364 44.5396 0.00905 -2.04357 0.02259 0.01944 0.01692 50.49201 39.25445 57.83237
2448.0 86.0 9.3464 52.178 0.0738 74.2889 18.9459 44.0706 0.01504 -1.82287 0.02209 0.01711 0.01556 45.41232 41.7325 41.41213
2449.0 106.0 11.52 55.9439 0.0791 93.9459 32.4864 54.0201 0.00746 -2.1273 0.02024 0.01844 0.01314 56.50947 59.70885 45.46834
2450.0 96.0 10.4332 54.1275 0.0766 77.113 21.1756 46.2565 0.01094 -1.96093 0.02486 0.01662 0.01287 49.00163 47.49599 35.90811
2451.0 86.0 9.3464 52.178 0.0738 75.8494 19.7502 45.876 0.00841 -2.07501 0.01983 0.01938 0.01514 39.81748 46.98774 44.27021
2452.0 93.0 10.1071 53.557 0.0758 78.778 21.8678 43.7498 0.0098 -2.00887 0.01986 0.01494 0.01492 42.77111 47.0121 46.54542
2453.0 108.0 11.7373 56.2939 0.0796 81.1672 24.4009 45.2979 0.00342 -2.46572 0.01883 0.01906 0.01506 46.70868 47.70762 46.15622
2454.0 80.0 8.6943 50.9354 0.072 73.3904 18.0498 45.5467 0.00528 -2.27731 0.01908 0.01642 0.01293 45.3737 44.10636 37.17539
2455.0 86.0 9.3464 52.1781 0.0738 71.2357 17.4205 39.5368 0.01249 -1.90331 0.0188 0.0178 0.01591 42.86998 42.17792 38.17996
2456.0 74.0 8.0422 49.6283 0.0702 78.1308 19.9325 39.6517 0.0093 -2.0317 0.02025 0.01304 0.00929 52.44818 42.75065 39.06404
2457.0 117.0 12.7154 57.8156 0.0818 84.3441 27.0613 45.4292 0.00388 -2.41135 0.01945 0.01719 0.01588 48.91392 47.00235 50.12118
2458.0 89.0 9.6724 52.7786 0.0747 71.6791 17.8403 41.299 0.01078 -1.9674 0.02174 0.01976 0.02033 42.32673 39.90974 41.87546
2459.0 89.0 9.6724 52.7786 0.0747 81.102 22.8392 43.0561 0.00623 -2.20566 0.02053 0.01675 0.01462 46.55353 50.42042 43.22128
2460.0 103.0 11.1939 55.4108 0.0784 73.8075 19.8607 40.9785 0.0077 -2.11358 0.02561 0.02104 0.01686 45.71716 39.02732 42.82937
